sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,acorr_GDP,U_1st,U_2nd,dU_1st,dU_2nd,dU_3rd,dU_4th,corr_GDP_dU,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,LP_g_1st,LP_g_2nd,EE_g_1st,EE_g_2nd,EF_g_1st,EF_g_2nd,FGT_1st,FGT_2nd,em2030,em2040,em2050
3698,0.3283083912116329,9.155723558562375,-3.895110607810401,17.31796778961071,0.9370499759450276,0.06865041551246538,0.016583816228993534,NaN,NaN,NaN,NaN,NaN,0.042141927035199304,0.00012320277075740193,0.7950997983395963,0.019099635760796374,-0.13403877680150955,0.10564168872664194,0.0006275722346904377,0.0009578499658162669,0.0030471561873439733,0.00099342877064853,0.0041829033062272996,0.00016224909670269007,111.15881243257647,150.89301816350866,182.70884623161447
3699,0.058380847427240104,0.8633549380223497,0.4207954702967555,1.6818282970653655,0.09239419045939991,0.0002548476454293629,8.566500461680519e-7,NaN,NaN,NaN,NaN,NaN,0.07795121455655267,1.7732653505971605e-6,0.40867396158722047,0.02512064175361684,-0.028126092291937917,0.00037524099952894566,0.0039401163545785475,2.0053583872173353e-5,0.004222778351830314,4.023561357147276e-5,0.0,0.0,104.63289901068802,108.22593811567374,112.30517353381997
3700,0.003857287498577577,0.6639500086148649,-2.502622050919836,8.690255489324382,0.8485695549336104,0.025960110803324096,9.281707109879962e-5,3.40389273314365,894.064739369287,5.008528622695572,35.40198599525142,-0.8469481853242018,0.10365392802990833,2.0510001445619886e-6,0.15965362691766505,3.249986608481237e-5,-0.19658098542909982,0.014580611690473925,-0.015468750579908189,0.0017463828619282524,0.033985400755524094,0.0020890859102827685,0.0,0.0,114.82799122510795,143.06635734926613,165.49457701583415
3701,0.13177095668518155,6.975988232489341,-0.4499532222823401,4.022801955324951,0.520153292678538,0.006815512465373961,0.0008992593142505385,NaN,NaN,NaN,NaN,NaN,0.050654822239299443,6.318437848795837e-5,0.621342582054048,0.05097736574777131,-0.10067136285389194,0.2309647573451699,-0.007417498229242311,0.0009377408319104842,0.003466005722497263,0.0005014189230528092,0.0,0.0,112.24676788029944,126.97442784244805,135.40329733998433
3702,-0.13653002702872488,0.8991052246504724,-0.6468158501209978,1.3957165556256301,0.2773689701138951,0.0027113573407202217,4.012812065250846e-5,NaN,NaN,NaN,NaN,NaN,0.10099384860797488,9.076858193804988e-6,0.16241811223505875,8.178810188101363e-6,-0.06926520404207723,0.01228344946392232,-0.028473981445781286,0.0020616014171013007,0.02710181665633413,0.0019360829212737708,0.0,0.0,101.52768287312483,101.8452205812338,103.29981791888908
3703,0.3126895973669075,1.4738170825879977,0.03226798203435527,0.01761640458924596,0.10258072884679353,0.001494736842105263,4.8071111111111115e-6,NaN,NaN,NaN,NaN,NaN,0.06541016934676175,2.530132431184304e-6,0.3456782930529437,0.0014793156942346447,-0.08806477664425477,0.016359084886626026,-0.0037164640151412546,0.0004031725485884322,0.011014589701953861,0.0002472382159427726,0.0,0.0,111.51013395987675,120.59143828075054,130.18224923195788
3704,0.09695637747617807,11.255331821424305,-1.67091418271533,8.8363370380521,0.7905190698027068,0.023737396121883653,0.006304707292089873,NaN,NaN,NaN,NaN,NaN,0.06664027722794647,6.561855620525305e-5,0.5725186558765668,0.04129498229029017,-0.017647568114119036,0.0349442311686887,-7.661624903532098e-5,0.0003032693850672421,0.0005091265325904766,0.0008809990393490136,0.002874056691730947,0.00017860286745854188,104.54268680130991,108.16739082950458,112.90157958922104
3705,0.23464767813994397,8.65923037316696,-2.150706517781158,8.266928265080722,0.5485512314911882,0.008836565096952909,0.0015241359926131117,NaN,NaN,NaN,NaN,NaN,0.07651970836066421,0.00021277188789815553,0.4230341319007658,0.03146062378894191,-0.12285534887786972,0.6694000423199775,0.016961583920729956,0.008141108293521073,0.0044847204439348275,0.0031647771573877956,0.0,0.0,124.23658269881109,141.30894051050618,133.52418657591187
3706,0.10115409973627733,0.4816981419302787,-0.7811026370425151,2.2081144316174415,0.7284757153787829,0.09148919667590028,6.459746629732225e-5,0.03453969880573734,18.63379843391608,0.6826155533229868,2.283723023640831,-0.469742641685054,0.08381861231973997,1.893870381406786e-5,0.16878775736944082,0.0002790660214261354,-0.23229945094406898,0.020507510938908582,0.015040221155406574,0.0009359641598451092,-0.014790733066151338,0.0013312161438244071,0.0,0.0,134.00878078936188,185.84253089082605,259.2940047311593
3707,0.09247671163935706,2.5558319605154725,1.0259410265983593,56.484450350540705,0.505381366947469,0.12310803324099721,0.00010903551862111418,-0.21705532459037435,4.501389757233311,-0.1446332833927045,0.18542263517767887,-0.29851496896014473,0.10097429252313649,5.214227094299976e-6,0.9128758547638856,2.8664831879501043e-5,-0.15834987245251,0.038859279336010986,-0.01254863561582509,0.000543949105700078,-0.005104373903004717,0.0006807146068970304,0.0004271946073511847,1.1207073795171016e-7,126.55595014021821,149.50997105111722,182.37138118105952
3708,0.16541260349713724,0.8062679180708627,0.0005006629823236261,0.439486215482654,-0.4031391873709521,0.014108587257617726,5.491884272083718e-5,Inf,NaN,NaN,NaN,NaN,0.09709522136279676,7.33915383039133e-6,0.11152578284574631,0.00010345835861060128,-0.1370932749620775,0.009974120388694194,0.0014933693102028272,0.0003541929154431567,-0.006464283492725595,0.00034830034654103026,0.0,0.0,115.44603400175298,135.92788417815476,168.30181388472496
3709,-0.02032416742517954,22.11092831171827,-1.4733890604007391,5.0456867115887825,0.794703222754591,0.09398670360110802,0.023726545600492446,NaN,NaN,NaN,NaN,NaN,0.10588087550491806,0.0002472468920377954,0.672482878304726,0.08282325834224737,-0.03213208423908151,0.034066282177157715,-0.0014677822255336898,0.000792816630061539,0.0022532705033024075,0.00016966894133435274,0.013296812541557478,0.0007680817753659685,104.46128792454414,110.1058789735303,116.32013496866955
3710,0.6008324514291028,17.85911832564958,0.42931347174453954,1.0643625762042364,0.17529635235321192,0.000554016620498615,3.7019907663896593e-6,NaN,NaN,NaN,NaN,NaN,0.13265338879746144,5.589369637926949e-5,0.497047724468908,0.006794401440946583,-0.06125468421460167,0.934809622992031,-0.004318441703324334,0.0027080928989529035,0.006162916230121061,0.014014825196867104,0.0,0.0,112.62485810476795,122.2365110253819,130.75594948571828
3711,0.0972957157529489,8.440992855458704,0.28178186692268253,5.795510513929637,0.22416742645479396,0.007737396121883658,0.0007294815143120965,NaN,NaN,NaN,NaN,NaN,0.10396265883057293,3.454514263496972e-5,0.5834875038857692,0.04122507466173683,-0.003345475382862573,0.0013242456946012781,-0.0004777935862242107,1.2388480466259444e-5,0.00039810405432308166,1.548484984222178e-5,0.0,0.0,99.72830552825776,85.06705838442595,101.61442398850555
3712,0.017344532138327123,1.8265952118992517,0.29442248590172093,1.1264738082214274,0.211056955748174,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.12029980947106751,1.0079277524242591e-6,0.4833905731280579,0.0035960563359327064,-0.038323639980305975,0.001881046438310578,0.0069564417390568095,0.00017563252429562092,0.0018498176346022886,5.488893647687433e-5,0.0,0.0,106.00899564512132,112.07380627261523,119.98245741569897
3713,0.02366054426842908,0.8150597786467927,0.6444752263934732,3.6326280701431726,0.25878565340686666,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.08239895650154287,3.097798619216893e-7,0.36483202576101337,0.005200264420356288,-0.03603213243081409,0.0012998863921948156,-0.00019834119451259374,1.3982547214443972e-5,0.005342570789455215,5.095381376629446e-5,0.0,0.0,104.77703519372471,108.07265691704409,111.60898932129997
3714,0.1413887631255669,0.8682755138442471,-1.3381076706454385,5.7045767043039906,0.6292494461567696,0.028528531855955677,0.0008599141003385656,3.9241354612760526,536.2583668661666,2.2407636992763393,7.56306393228348,-0.17773987608278713,0.040453877828857274,1.8867073303195125e-5,0.09337646700781449,0.0011795174500284775,-0.06705341794001085,0.002921046833416924,-0.010239934963141512,0.0004272025496647211,0.020670825037549505,0.0004216079277955941,0.0,0.0,103.89095854687919,97.35547159530638,109.37152386760295
3715,-0.01833793946906526,0.5705757359281967,-0.8912476050533874,2.3179460520738155,0.4868217680607247,0.06302493074792243,0.0001622501545090797,0.1979082357878027,76.58201945907365,0.5890252345739746,2.956052775477083,-0.2384320082966265,0.10907881113356828,1.2718088890632835e-5,0.3029201738544836,2.3943724810866065e-5,-0.13827358609238025,0.009882057683532073,-0.027703760404745745,0.0012205154122701535,0.02500292345665092,0.0016440981548206221,0.0,0.0,107.7405545470733,124.61642474705242,138.60941160761294
