sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,U_1st,U_2nd,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,LP_g_1st,LP_g_2nd,EE_g_1st,EE_g_2nd,EF_g_1st,EF_g_2nd,FGT_1st,FGT_2nd,em2030,em2040,em2050
17549,-0.0004327249126780509,0.00012740182651708686,-0.05120995159013771,3.0563789389228004,0.5549939058171746,0.0005034320738688825,0.03918657590074213,4.219559653628777e-6,0.1556087296119751,4.165792668298632e-5,-0.8024907834796443,0.63391800346003,0.0408052124234142,0.06288015029414082,0.014278296051734864,0.00879996052416039,0.19220518905419762,8.448764943237626e-6,267.53774211156167,742.2177930246502,1871.5876918859383
17550,0.0003001517468364799,0.0005058093205285506,-0.043967433323207086,0.5005230247489059,0.09355567867036013,0.00454070025238535,0.1869730790204872,0.0009348416439084093,0.3022884439828711,0.0023498286007079022,-0.24041329738568787,0.37209976688078994,-0.022930251486396793,0.005107984042390541,0.038532808424365655,0.012089918468749511,0.00432614428723989,1.2008655095218696e-5,127.50016873985892,142.33459220020927,168.0174296470853
17551,0.0018360215001006236,0.0002932152313788995,-0.20843287930076698,2.8183919819857692,0.0016221606648199446,3.6496396429670663e-5,0.20126039841121499,0.00045457619063062803,0.33137304173129023,0.002391892204905793,-0.07886502480790265,0.44697716292607714,-0.0019404277664921963,0.0006152771992896584,0.0022198911672038604,0.004824869852926734,0.00015868070540632452,1.4599425134961813e-7,140.00591876143588,174.61087943504697,183.36249860061545
17552,5.100448211655486e-5,0.00032956192044828196,-0.0670840300544256,-0.7376687859801798,0.5096709141274238,0.0004321922905509387,0.03294675516970714,1.069439260643632e-5,0.13751163016164134,0.0007046010999999619,-0.274545456737694,0.6382896481087013,-0.01152731760043982,0.00676585950821059,0.03991834503096652,0.06051057555228309,0.19384983136337083,1.1590172231815104e-5,139.06841321554882,166.4643650631055,232.07829052977962
17553,-0.00011103383171652077,0.00021898293497498198,-0.07247698585088869,0.5121582237012126,0.7053617728531857,0.0005397053124038165,0.033221623029307396,2.4564238174338954e-6,0.10164875748917235,3.8628446836676814e-6,-0.5679625625437777,2.1306552721424814,-0.019543156754393602,0.052283724351696356,0.0367350800584293,0.04898534230762612,0.21343691172507584,7.320229512411906e-6,166.42734929462603,376.76765002193923,545.6536592776872
17554,0.00024746028923925334,0.00010661128940209295,-0.1510828023345219,-0.035778759459526466,0.6338493074792245,0.0004061496731301938,0.037587315352839996,1.0361980870837115e-5,0.11692826004503883,0.00044432610503868954,-0.15621682025192948,0.17082334320622353,0.0030328491734108436,0.0014158865376408107,0.011776648137196023,0.0015551530871666136,0.203574830127635,1.4981266785162375e-5,139.58626372180223,172.11352667478897,201.1030832635287
17555,-0.0002921558842425927,2.2461717573223342e-5,-0.30132482773841407,-0.01197568008292249,0.53886648199446,0.0011510053456448136,0.14314551633223874,0.0001189430338112604,0.2998056234893081,8.488001673429312e-5,-0.8980978694666865,0.4514072110569472,-0.08231573649191894,0.05713646339023123,0.1541230732362725,0.16675919744117246,0.15480589665021507,0.0002887764059303921,208.17405806463657,407.1670260008427,863.4461930526304
17556,-0.00040040600217420105,0.00012998103483378198,-0.24170330524399167,2.642369185957217,0.5538149584487535,0.00020166833117882425,0.05077179206827485,7.179169546783564e-5,0.20562054778736974,0.0010826373680774644,-0.7776149458378582,0.9981654889987445,-0.0326708294170884,0.04553503922077094,0.047037818511421234,0.09820269640080666,0.18534235335064203,3.9643071909011595e-5,221.91753280755012,507.3900383618877,1266.2372141421608
17557,0.00038938889206828876,0.00013130795065662687,-0.324274386945473,0.46891830450918226,0.6332797783933518,0.001268909173284087,0.03803934215435023,2.168626792658162e-5,0.11655682041869944,0.00020993959604101987,-0.04601988041601492,0.03773439612530206,-0.002426403663868968,0.0007231370586182577,-9.883409926462622e-5,9.95476947777571e-5,0.20346407006422934,4.155811512654909e-5,128.38313908197003,144.43155355535666,165.65531601075446
17558,5.567046347734575e-5,5.4207335050703346e-5,0.8569304920153402,2.66540933437083,0.10273462603878117,0.0034864059365958752,0.1246752170872467,8.759977682158968e-5,0.23151159092357515,0.0003570247556918448,-0.030368391277411907,0.0046737454318072896,-0.00925987814074754,0.0007861576942244833,0.007754025576870479,0.0008187958511266877,0.00619939108256388,1.8847336635823286e-5,97.75967974227599,95.18911426393827,95.67652916935367
17559,0.000732106995588528,0.0008102808270488496,-0.4190982224982478,4.6258928097611705,0.001142382271468144,4.4869559864573735e-5,0.14705794621359203,7.457462859788393e-5,0.5850644144362098,0.013009746430089168,-0.013156533175624765,0.229321119909924,0.002518175263095003,0.005310584469474321,0.001209081884901264,0.000235208742623996,6.923586429739854e-5,1.351130422088499e-7,106.95361214181303,123.0608422403787,127.95010642257823
17560,-0.00011011640368519102,0.0003732949942368621,0.14964797243776579,0.2617251419820885,0.6523058171745153,0.00026231510495537084,0.04096641847947405,3.3549814545949046e-6,0.1425923403784726,7.150093345666778e-6,-0.6956932177809179,4.139072275375316,-0.04964333100405201,0.09788470975451768,-0.04624104972314257,0.1343498806150093,0.20334565528732967,4.376916506236964e-6,268.37563744840133,675.6025077402664,1647.1989070092607
17561,0.0013658829543553301,4.777222232200544e-5,0.1852287745449173,0.26064501420780006,0.004025484764542936,1.5031793167128347e-5,0.19961178846607977,0.0007055469612317446,0.27259280770004946,0.0011369429892099348,-0.6309811990296621,0.2517798669347414,-0.0286891136709324,0.0117142380171477,0.0773914390706427,0.04995759837355853,0.00042949295840373773,6.70273593966489e-8,243.148747806515,539.6485956095005,615.4849945613447
17562,-0.00021717043038834333,0.00037905500173028355,0.01513328789776456,0.4346019901332352,0.4140587257617728,0.0007628263194829179,0.1617077173957342,4.762169175843324e-5,0.3007974979465173,0.00011848974947236894,-0.1500623420541913,0.2401876704377,-0.01130520143580195,0.003914663922747971,0.00831782656625343,0.0013307428819274636,0.09379095316559852,0.00021079211206565822,107.94936346536032,130.23964749043407,145.81462725638616
17563,0.0008214131726380063,0.0022318692576148305,0.030940160469800658,-1.4559659731163435,0.4641650969529087,0.000575758000615574,0.15671954669487134,6.960737925093792e-5,0.33772901258869353,0.00011584423338653296,-0.16517335288248447,0.3547762969285924,0.008007611578015049,0.0020215400809445346,-0.0007874423136362662,0.001354269333760302,0.07695463439879043,0.00013941856475147986,117.7001486325732,144.4918200100635,173.9757572326079
17564,-4.862070401525388e-6,2.7126207085801267e-5,-0.2987979794838574,0.6286686896851803,0.8219590027700829,3.364092336103424e-6,0.061307393963486174,3.4794193164576136e-6,0.1322696556363351,1.976666421025659e-6,-0.49523590795526834,8.071915370656205,-0.04841912661809413,0.21393553762167916,0.026136876358135473,0.06617598687493327,0.22047614226562104,3.3752586286793344e-8,198.3509060153105,379.7509152303546,588.0201519587758
17565,-1.0327147391187594e-5,1.0300257349412654e-5,-0.13786479853319059,1.188764010636409,0.8880698060941827,1.6222246845182962e-6,0.048748801361229194,1.0018808977039027e-6,0.08202820691390966,8.424637741614229e-5,-0.31851394587898213,18.728352325229878,-0.04261133468902377,1.0927909249631214,0.02013188684223256,0.1518914203031375,0.23100533725271832,1.6171591928885966e-8,123.76012304861314,123.87567188742851,156.99948210946505
17566,-0.000448820254630584,7.118007480573835e-5,0.20220240815966734,0.7073006716356436,0.44006869806094173,0.00019684237857802402,0.1715832249174044,6.808576338765625e-5,0.3097828626482454,0.00010597207125917764,-0.1549029390620489,0.16489794436296254,-0.01925998281548289,0.0036619126678874565,-6.797027026088264e-5,0.001802821765561007,0.10737429752695969,0.00015655490075936943,119.15351099585835,131.39991317477075,154.48327140748566
