sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,acorr_GDP,U_1st,U_2nd,dU1st,corr_GDP_dU,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,LP_g_1st,LP_g_2nd,EE_g_1st,EE_g_2nd,EF_g_1st,EF_g_2nd,FGT_1st,FGT_2nd,em2030,em2040,em2050
8126,-0.01787723373946909,0.3948829873448767,-0.7449996308930141,2.6428537393691363,0.7935475124459225,0.8414681440443212,8.407545460141582e-5,0.026584980795101014,-0.8219295386554888,0.04779420586307563,2.982555850954569e-6,0.03537995133629701,8.584841326361646e-6,-0.1164156612258365,0.21178601719045193,-0.00568271208796031,0.0035469259853348587,0.013578081662525733,0.004341018214479239,0.14282346389558226,3.565471780500491e-7,111.2028443034995,119.10111727882332,121.155257839688
8127,-0.12013929542357955,0.220340223130973,-0.40923166467981875,0.9089573751250524,0.614441299901971,0.7943091412742382,0.00010951972176054172,0.030340704164188968,-0.5018173359673809,0.051519966222321835,0.00016061724174095584,0.08949510541413773,0.0007156474524334766,-0.2392456621472297,0.09741548781046583,-0.04701855803860132,0.007871400580897763,0.02262059706792682,0.0019604030786652123,0.13471586789147352,1.6909114613599373e-5,120.79203018649214,130.53421177523742,150.03467606901467
8128,1.3490483347709004,319.96272661864947,4.437025046458359,31.91509183253762,0.37591645113788025,0.5108554016620499,0.0009940680332409975,0.038628219679322416,0.5735170468932519,0.009909859475607737,6.8674687586413e-6,0.02635432776778993,3.066032253355078e-5,-0.012418958387897451,0.016746698035565957,-0.0014505990817834562,0.0005648146976480891,0.0010774949144618242,0.00029108185340788033,0.1435201214405094,3.0198376777500706e-6,110.54311077618988,113.8634593494678,116.90077781524366
8129,0.42680725231667843,72.31681204355407,4.081826060378136,38.73052985457708,0.26648659968425253,0.337219944598338,0.0005950689344413665,0.16162942530699898,0.6983479614465617,0.006790424545573198,3.287931679890511e-7,0.0218766087435099,6.525615625101903e-5,-0.02899294852915655,0.0030661550268139964,-0.021582597368361003,0.0022367972552390447,0.022067906449794488,0.0024051259319666754,0.11810512538795565,0.00010722749601048634,105.36057763269532,104.14916818816512,102.128798415446
8130,0.19021868961959804,8.98796284708613,0.03212823839930076,2.8710564064185933,0.12877608848459934,0.0016365650969529086,0.00011508621483533395,NaN,NaN,0.1577320890157106,0.0001922359178662883,0.4740777826342345,0.020541872197059177,-0.10826026699867473,0.6623091023913101,-0.009983799824063952,0.013996393373513815,0.009880945819501392,0.009688343359727495,5.299117144463634e-6,4.951949647613548e-10,107.19211616054606,176.22456058853626,223.2016923551622
8131,-0.021183686845101597,0.1293365309401366,-0.16103157228185533,0.39374190560569255,0.4861530535012456,0.9368277008310248,0.00014166278608802708,0.029503114867470967,-0.6771679423503223,0.02027249678639621,4.8351773802426965e-6,0.00792788054224818,9.194948268366545e-7,-0.40903250060347324,9.518658446025746,-0.07525255057264121,0.8657127498611578,0.08388527903002488,1.1614286048746456,0.14879053112736051,7.182077259589107e-8,94.70982539966656,127.66617017631738,159.4571496905365
8132,-0.052985357383833254,0.2622411761605087,-0.12443499665384174,1.1440847246630446,0.5353990065264589,0.9001717451523545,0.0003661779772237612,0.05591214649183979,0.04453932148195045,0.08093834404780553,0.00010669386528290891,0.04463501878071786,0.00010101833430557067,-0.3622004571757755,10.38860050562358,-0.06631343363736361,1.0174408871147447,0.06386178032398766,0.44298279771945315,0.14103637074804853,4.416776525108482e-6,89.0815726406432,98.65034751457533,131.72447903432575
8133,-0.07764867511651774,11.287136034659255,3.3085659845625135,58.61161244460722,0.288793044226871,0.7729263157894736,0.0012913928888888889,0.057128102815650075,0.5528329073596834,0.0029763486453385033,1.8901632926580169e-6,0.01666595096358271,1.838064512175363e-5,-0.5361491721826513,5.040021525751624,-0.06260036988041477,0.14880679452072046,0.04186655978354882,0.09100065794241938,0.14838411337869906,7.895421941513696e-7,174.59401322508455,285.964095172762,433.2943597571758
8134,-0.1116088579562985,0.9707118790199265,1.1567764180049593,3.638724088185235,0.6202583046202514,0.22063822714681441,0.003947577312403817,0.9987206103573363,0.19087739248393656,0.08083852863886301,2.4533247939170155e-5,0.16898027792456752,0.0003423664028166308,-0.39967434928976914,0.06842235712646995,-0.04803311840319561,0.006496288036736143,0.03047018307558185,0.0023487070829234773,0.018288510354020696,0.00015321021539968475,143.00101533907224,190.09223439584028,278.14919897883
8135,-0.11014420197904078,0.3360615897754648,-0.37584409028051935,1.2831795975185267,0.7387704197854789,0.7005950138504156,0.0014630196417359186,0.15713261957032895,-0.721968815858219,0.0993469769692231,2.4318772875793058e-5,0.14962429934684857,0.0006446383128532653,-0.3650609701516825,0.32844893511853307,-0.0294706459047495,0.02259722941589293,0.04777285861000957,0.01703145117204139,0.1198992272117002,2.417532038220483e-5,118.38596360121117,140.26677198662145,183.27020816039595
8136,0.2829785518723372,3.29095370728971,-0.2007412049342226,1.186485402768331,0.0803120949418227,0.046104155124653746,0.003155002454909203,NaN,NaN,0.16723934503918989,0.0008735060139820474,0.35488342727466604,0.003584693023506603,-0.3450450337946842,0.41950597533859457,0.00022752745812769205,0.003856295452852294,0.03759693440489615,0.013618595311114047,3.069814641506224e-5,4.506229369407192e-9,123.12363947744677,178.95409137539977,288.46268527228983
8137,-0.0802162858008503,8.238602287858827,1.787035266401025,46.938265525293836,0.45706179961040394,0.8028797783933516,0.0009873109510618648,0.13811742658879317,0.449932461906143,0.04261937600468487,0.0001284085232311759,0.04824763875445432,0.00024091000728369488,-0.7694286596584904,1.8360256198710807,-0.13592245435765932,0.16198952373940448,0.1424945084745364,0.23361132101119747,0.14072491537704468,9.442031394122994e-6,167.3234179000274,300.88731404100116,315.8408154731927
8138,-0.045469366170948544,21.900304075025055,2.3969361822660913,49.57437634652093,-0.1343618798038785,0.6104997229916899,0.0010652824721452754,0.12703671183886403,0.06806440632849754,0.046063239804617684,6.09934405008456e-5,0.2567449064979913,0.011136336419206047,-0.7695635130855141,0.24204110495721845,0.0217803418173783,0.03810853997007386,0.02875753930418267,0.009080891847472296,0.1305034683670418,2.048090193160465e-5,237.71328582729757,492.83295844832975,1222.9648661973436
8139,0.05993388230426781,2.1854550305952034,0.017701158135388348,1.3316450958917825,-0.05703424993962102,0.00020609418282548474,1.0445183133271779e-6,NaN,NaN,0.12796065455359135,1.9109002199557047e-5,0.2822462914320508,0.00027554695413857386,-0.0028363827016945975,0.003310070760568913,-0.0001543909303683837,3.713952117785031e-5,-0.0003579712440537087,6.702412368785996e-5,0.0,0.0,101.34382194953524,102.14012030684235,103.25871661869502
8140,0.35928316970215673,5.219769667605987,-0.07689732550592121,1.466122701823389,0.29628496847695546,0.00029473684210526316,9.351111111111112e-6,NaN,NaN,0.18632806227542342,0.0005756362236431602,0.3005202965752523,0.00015962983171993107,-0.1041359448951182,0.2920934882344784,-0.014411682160900448,0.008073540196035555,0.005599252380881856,0.0017793279491187515,0.00036694778559634195,7.2312764338399e-8,101.41706260069915,142.73302093173612,198.5956466602137
8141,-0.019130014955339204,0.16517250859554786,0.013658771861843156,3.3808705934494547,0.6117340641976972,0.9233650969529087,2.276155617112961e-5,0.01252648822881657,-0.5817004721797748,0.0068828885864962,5.044915920855215e-7,0.011026492044278432,7.391408975060807e-7,-0.1061347686362867,0.28189226847202553,-0.01688951021350168,0.012542834235793603,0.00166389420001103,0.0033426525140153344,0.14822552308611162,5.4389711041968586e-8,102.73009515990988,105.35599190902381,115.26016705548558
8142,-0.0004948967945958673,0.6975599291985474,-0.6545794194663662,2.4436730497042403,-0.5326402902916325,0.9099612188365653,6.933849184364417e-5,0.019946197271792414,0.027738525692713404,4.483692100624857e-5,8.115909142064581e-10,0.0011987333735828025,6.019481669343542e-8,-0.07840790676693853,0.5105934115590948,-0.002441052175626688,0.0029927678019497275,0.004140839662915925,0.0025538482695757966,0.15013994592840943,1.100889882393959e-10,105.77711778440069,129.07447309362354,122.8871180181253
8143,-0.0685177632569272,0.5643624736606077,-0.42357437907127493,1.2866854118910966,0.7253332998423514,0.8024044321329642,0.0004939110914127423,0.061245059177128636,-0.4423609996852001,0.011387627708576473,1.5509477996327612e-5,0.03612530051727525,0.0002560532043263941,-0.3582565998884147,0.535449515534144,-0.027616731885524992,0.00966646580617424,0.0063697843116796,0.0036154007166877746,0.1460618515512355,2.2959839388058994e-6,143.99125030694444,190.60433458495373,247.43489172044033
8144,-0.1402908115489922,1.6235201773063122,0.16143975918709283,0.7219907009421052,0.6446730231473994,0.5996066481994459,0.002027062177900893,0.23102457936638457,0.19179156115372398,0.0898846896433278,0.00035117967160705113,0.13802492044816694,0.002603586437672661,-0.7274028990612665,0.5325247822495128,-0.04563975721786131,0.024731882026162697,0.06248963245686255,0.03679588152994116,0.11474155298111625,0.00018372370750973459,158.71907613352383,335.93691012921846,744.4929898714
8145,-0.005202955949467966,0.9339360396165898,2.526171200965239,23.22028818356314,0.5779302910691055,0.5194293628808865,0.0004575343576485074,0.14007596661089736,0.07358035043498537,0.12004648271007703,3.138814789844892e-5,0.2052043480069235,0.00019557570082608434,-0.2811765681671722,1.6395970735323098,0.006723107310856892,0.006871491355892946,0.0047739890482945595,0.007956656216193405,0.11204303842929467,2.966690239700455e-6,112.12377179216274,159.4854060040496,222.59730656169262
8146,-0.11879588302084453,2.1785607993891927,0.7170927252473048,3.460386757238947,0.34152626536295067,0.6046060941828255,0.0022059449627577716,0.20095899833806077,-0.033147404169337404,0.06330549001185173,0.0002404152698820219,0.13468449659396184,0.002710621150294092,-0.7779407224263688,0.38689398501030536,-0.016415260069726715,0.00738390476291871,0.025957942739727707,0.015783431456510573,0.12468149226592895,8.353451248087489e-5,229.8437779408751,513.8738951606884,1137.813067873878
8147,-0.11721470817248181,0.5547689111821912,-1.0930884903263494,2.31412774769678,0.6300487784965952,0.8289972299168974,0.0004681832145275468,0.07141516583126319,-0.3078408526448297,0.025680137475499253,0.00011545095740254226,0.05287830630496936,0.0005036494036328137,-0.3823103349298513,1.0508710325241504,-0.0415593901484141,0.05191984029596939,0.014499017708257202,0.015419648003827769,0.1417179577926899,1.515193089411485e-5,119.16070574217974,163.65913674498313,237.02771678061774
8148,-0.01594723525581192,0.21609774423130645,-0.310383602727393,1.6169385215244416,0.50031792142355,0.9022703601108034,4.495248014773781e-5,0.022583007767252472,-0.5433644271319156,0.0008751647437137495,2.1174699094973473e-8,0.006217859364415389,6.427857429384867e-7,-0.12813218295458825,0.5799208867368522,-0.023486176280122742,0.024820603591316544,0.005244207746680323,0.0020381578698231936,0.14982907491501432,4.274103965129561e-9,102.54265757982364,115.77572925674713,123.28190222704097
8149,-0.018393509086857867,1.3265166909021606,-0.06209545606964067,-0.31128093521133593,-0.3556005514530299,0.7728199445983378,0.0003415142677746999,0.0949923914171908,-0.5868494818633729,0.005286296046943804,8.227645302672896e-7,0.01126971731035471,1.1769321715485e-6,-0.11188501215266902,1.9637272864137492,-0.0053975785127809515,0.025876429655540337,0.0003145644742758092,0.005395826354141966,0.1472104293031919,3.100908790419602e-7,113.51456265476229,122.07908675624836,136.8698560632141
8150,0.3686223320381127,1.5815639544921516,0.32592687060350656,-0.06557405810662775,0.36786683957239863,0.07042880886426593,0.003947905834410587,NaN,NaN,0.22725250276678574,0.0027319897957669217,0.33876918214743995,0.0030745128506229546,-0.09923954919705831,0.038489827573239765,-0.012718573677598918,0.001119448040556779,0.01983511059878959,0.001847263961282064,7.682357588755533e-5,1.527540345500158e-8,105.51401891295076,106.91443341714076,112.05567155973293
8151,-0.12000920659638349,8.729519658340637,-0.06765618634093491,-0.21404452952995312,-0.6644743651637236,0.09601883656509695,0.0012019289775315484,Inf,NaN,0.15133687551482486,5.788109415875188e-5,0.2563470838699732,8.745807084368864e-5,-0.42616328826001654,0.7726257380907275,-0.05423148343618201,0.045075144940113554,0.03722065509262263,0.019258960329873984,0.0007038781641544763,3.3067907587560805e-7,134.32132041539657,209.05367439196283,328.12694929025224
