sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,acorr_GDP,U_1st,U_2nd,dU1st,corr_GDP_dU,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,LP_g_1st,LP_g_2nd,EE_g_1st,EE_g_2nd,EF_g_1st,EF_g_2nd,FGT_1st,FGT_2nd,em2030,em2040,em2050
8126,0.006286856599166573,21.850474346692224,1.3910237879938656,9.897241887403997,0.1606537442643241,0.494805540166205,0.0012080759692212986,0.29129615105232226,-0.4965210031509028,0.13449086074037847,0.00018592571971539007,0.0626592543700908,3.991316987424158e-5,-0.27202854886159183,0.22036227846820017,-0.048923286905594575,0.020549857136670492,0.003034500613364789,0.012878129730162148,0.08446671955957702,0.0007209188281718936,106.2582350601285,138.53340936916467,201.06825781651065
8127,-0.15666909943562035,12.860725154774352,-0.009335551059632451,0.45597515735267136,-0.0527363594876827,0.35823379501385044,0.003413226521391197,0.5524968672218106,-0.21117521470169645,0.22042102729614033,0.0008680062988858175,0.06395211126617754,9.834341639289783e-5,-0.9840839500000436,0.9522950349335364,0.023223608878421082,0.04964144399801661,0.15815161789858684,0.16190947329639202,0.02075578960850331,0.00011293557763481105,251.25402678941452,887.7241128236243,1701.458186769977
8128,0.1799431525201099,7.197161037872263,0.24002592737398917,2.143965054558895,-0.11542300048247534,0.09052520775623268,0.001615182057248384,3.9650293921466933,-0.14986517027445068,0.07787862804799818,0.00014713529753374307,0.02767297905658765,4.825704818013849e-5,-0.11573311898200568,0.21929546136935213,-0.012626667371315294,0.00231794256499914,0.02239032380216124,0.005818680649508125,0.0,0.0,112.97414284708238,123.11639662164694,131.90684485892314
8129,0.07845425574556286,1.9210706496620733,0.17690505805537973,1.2247913925643967,0.07626744593736974,0.6784952908587256,0.004733793561095723,-0.219300221704499,-0.25029211047482774,0.044836188825105094,1.374289858145452e-5,0.051467176887325355,0.00046065166137904085,-0.03971850929412942,0.23794409503526956,0.0019632296710098253,0.0009687269054176153,-0.0016146017289561483,0.002132111996251708,0.13193041220214471,6.2995597460345175e-6,142.8196208943718,195.64069312691234,228.85968806648114
8130,-0.022391468036808016,6.071893667192365,0.34918684603884714,21.35942635168221,0.11166114001574473,0.21373518005540162,2.1600342259156658e-5,0.06332016372371076,-0.24754912458558134,0.12610351047776516,5.0421177520331e-5,0.056746794400545524,2.7311247486543567e-5,-0.11998617851217212,0.005531884850679108,-0.0025046655299201114,0.00046313409267636184,0.005736470650574535,0.0004180705355508336,0.01284885252626771,3.6925876825726743e-6,107.47906155301247,121.57562819698526,143.90686209824779
8131,-0.08584109063425299,7.491060537223067,-0.08736341275806583,0.23443564844827414,-0.12374549316498054,0.6585218836565098,0.00019536021421976004,0.07314724679299209,0.34502654488306933,0.10293506506844145,6.348639825221793e-5,0.06636689953779995,1.6067954239464725e-5,-0.250613453651276,2.3669870740100856,-0.03222600954537727,0.050088906066588404,-0.012320721570102793,0.02333246074229274,0.12153178042451424,4.144830896051307e-6,126.39280722762518,151.95203130897085,203.0729794650833
8132,-0.022632484693588646,0.21297323187944053,-0.2701928688995656,0.07325134985056003,0.6926178309427471,0.5877207756232689,1.4937817174515212e-5,0.011639706952072152,-0.8462067424974669,0.12425803261492713,3.792589001495792e-7,0.07389915361614006,1.3879418232530071e-6,-0.040927900177621344,0.0005879851574864785,-0.0038907459200468245,2.8232807163324392e-5,-0.001025098572637699,7.551957142114903e-5,0.10566264392368299,2.4482852839144766e-7,100.33345637331318,105.15012733486223,110.37778162936554
8133,0.10368251144426008,9.464428922037241,-0.12316045268162451,0.2939490320422746,-0.3926656599081898,0.2933008310249307,0.000887015138196368,0.8264603911764643,-0.3917316541498653,0.1270882038899829,0.00013387583040007465,0.06825448349676913,6.247064759742334e-5,-0.33948646767916824,0.3626512269633687,-0.02182734103071499,0.016576542958394544,0.0034428453262847257,0.006196552419099688,0.0050299383180010425,7.965494000403112e-6,133.7196184136712,191.7929332569828,275.9013489679831
8134,-0.1439414765146274,11.89883011586551,-0.013909591836898017,0.2854659019307886,-0.05871122123320418,0.5238127423822714,0.0009015563927362263,0.19406076379655288,-0.4191802019527524,0.16126760567480783,0.0006980610860251572,0.06545353986544622,4.960846261889048e-5,-0.4265745286030772,5.223300829920463,-0.015055739345899368,0.117466284501861,0.010781019000164425,0.03635128051805312,0.09199777260861731,0.000745647189004636,141.65515343850257,250.21245875413953,480.5074522421769
8135,0.005460918144550589,1.0976099325543847,-0.7297430263040369,0.36479992832877794,0.816510537961728,0.2105939058171746,3.560985164666051e-5,0.003782101399213374,-0.8167729812341721,0.10826367116748843,8.885869074795224e-6,0.04552742154897998,5.868909503666273e-6,-0.36374055115128257,0.03619867067207129,-0.04751888507591431,0.008624013687188573,0.02221221335838555,0.007466165805641013,0.006796172050711155,2.1362045635972337e-6,144.28586851315404,198.068846308534,283.3502937711075
8136,-0.0483741102912671,17.999727554038465,0.18663710533844843,0.6304496207093107,0.23745336099646847,0.28136842105263155,0.002163757333333333,0.7326025385672726,0.06110419141746918,0.2641281171027898,0.0001786059847149524,0.0563837413822323,2.4176649653705567e-5,-0.22226297704906553,0.1693112133771928,-0.025276789312925284,0.005065595218718931,0.053818335043915234,0.026855742247842897,0.00035349186194124775,4.399317978733295e-7,99.8252104951041,114.42253492247245,139.5250902122697
8137,-0.019096533006260494,16.0272846715702,-0.06476738429426565,-0.3861876224387726,-0.4365031493862643,0.28159778393351803,0.00014518755063096342,0.24122508873920262,0.6834279418536663,0.1110743496359455,2.7729225152996604e-5,0.054736335092245444,7.843754591387133e-6,-0.6761292060992048,0.319758794717671,0.01496677097351788,0.013288416714390806,0.06657756696930194,0.055683373461257124,0.03005972799367602,3.097405137610078e-5,235.24507280452812,533.4631629860864,860.1373331713444
8138,-0.07087863447789453,0.38417394683648876,0.37832077183628043,1.6759819623665901,0.49605564987473527,0.768014404432133,6.915312526931362e-5,0.03572543080291611,-0.4082760209643383,0.12229077315975406,1.1647956514705897e-5,0.06749818295227121,1.9146676411469258e-5,-0.7694379844830876,0.35507297290023776,-0.02806785861515482,0.0690068793480967,0.040872315406691576,0.06818532793329678,0.12410471545071816,1.2032672845254525e-6,141.12517284257677,335.35680346641846,1060.318522261148
8139,-0.07387693120321961,3.854975314842328,-0.04865730946022908,0.7639197177425703,0.012596374172521659,0.6130869806094182,0.00038719608002462286,0.008319432414028823,-0.038643608884000216,0.09931151924272938,5.059862946596158e-5,0.07121224428280337,1.627869259860521e-5,-0.08422930448061097,1.433694978894001,0.005777529562033114,0.0020835593240981164,-0.0006304056075571576,0.005226700038111441,0.10412004310001707,3.064400055631895e-5,111.70480677302704,143.4140932997221,169.26976390802372
8140,-0.27271555281647775,1.8577330608375913,-0.1853695290864989,1.0428703088911115,0.13051877233835993,0.7782271468144046,0.0005234633721144968,0.13394830056291793,0.1923612554929987,0.04448580137993644,0.00029322957659290254,0.04489206771170898,8.141946162118217e-5,-0.7720791568829691,5.982586682760488,0.060470040348115935,0.1488509942546794,0.02449078376346161,0.14944181872211829,0.13385995863353428,2.6080271925147626e-5,302.96990263677446,682.7060196476572,1876.6803873401839
8141,-0.15485230689230584,0.9382436635025679,0.47283308212559033,4.164671629372733,0.44513350156342785,0.7457673130193905,0.002022011484148969,0.1940595301952169,-0.16542605275257252,0.09366654970751785,4.878797430489742e-5,0.05114531752725619,9.080283081970438e-6,-0.8588926456790072,0.2659431529741109,-0.023796041653922125,0.031142607682419693,0.03848254597972945,0.02803033497247644,0.12337735500996393,3.026329118502165e-5,209.4797262650528,376.6318933542122,970.898213040543
8142,-0.027250664925128346,9.282650131519596,0.4666983584962238,0.5719125310480533,0.11735490862995039,0.5582027700831024,0.000636046325638658,0.19008308563271717,-0.15314631872428563,0.15813330620161573,0.00023856711852326468,0.0667389501152395,4.2299780146495225e-5,-0.5152008347932095,3.896403432850439,-0.039169489618266086,0.134727690067517,0.047915180604503387,0.496993207207881,0.09693969610344545,0.00033609230024661345,131.90695810477098,224.19022469756737,477.48013951441413
8143,0.03821125035693533,0.7816680672278745,-0.6134764387716095,1.1408824212459283,0.36629812180721955,0.6712554016620499,3.62431443521084e-5,-0.007612415548463643,-0.29325281575147716,0.09450489391335246,1.6287503275540944e-5,0.06661189380121475,1.3188494338249896e-5,-0.0999975778467784,0.056864632838065865,-0.012456915406538394,0.0017418476262633406,0.009781098798690204,0.0021268789389450784,0.11773896110654848,1.2440005448810902e-6,109.60497092580975,128.04882003975703,135.65553218063513
8144,-0.14525577135220033,1.9990077411153704,-0.09246592122164853,-0.023706948909426817,0.2856724761863442,0.6300465373961219,0.005450286717143736,0.3812420611692923,-0.25421477991940106,0.14636420721332952,4.149439370090315e-5,0.07164219139481834,9.251512044944516e-6,-0.7006473417278232,3.6618101753733012,-0.0775929749000634,0.3033795240234011,-0.00735032230399193,0.0268508313148679,0.1015105973272521,0.00023674877055042214,188.43808503982947,359.0904308734794,679.4827094996202
8145,0.13347086190128943,5.701720688066531,6.327508987772103,75.05132804383356,0.27349099419684564,0.6509019390581717,0.001199100690674054,0.12586435784757447,-0.11882447702325989,0.14961316106215558,0.00017787169569075882,0.07767106589441886,8.467591964669126e-6,-0.5009454123359097,5.812618727460634,0.018869536421049667,0.12920386048988053,0.021926055389942793,0.3785447011555787,0.11266644189507036,2.3634144672809168e-5,151.48099289769553,274.0340332397948,548.5658254950927
