κ_upper,ω,ϵ,α_cp,p_f,prog
0.005,0.8,0.02,0.8,0.5,-0.02616953642679689
0.004224184770353291,0.8,0.02,0.8,0.5,-0.02616953642679689
0.004224184770353291,0.8,0.02,0.8,0.5,0.5355173446617875
0.004224184770353291,0.8895611623159755,0.02,0.8,0.5,0.5355173446617875
0.004224184770353291,0.849368099641064,0.02,0.8,0.5,0.5355173446617875
0.004224184770353291,0.849368099641064,0.02,0.8,0.48301019151744445,0.5355173446617875
0.004224184770353291,0.849368099641064,0.02,0.8,0.9069585018731043,0.5355173446617875
0.004224184770353291,0.849368099641064,0.02,0.8,0.9069585018731043,0.9081590104701919
0.004224184770353291,0.849368099641064,0.02,0.8,0.9069585018731043,0.9400673034187486
0.004224184770353291,0.849368099641064,0.02,0.8,0.3691934691250127,0.9400673034187486
0.004224184770353291,0.849368099641064,0.01835969374739303,0.8,0.3691934691250127,0.9400673034187486
0.004224184770353291,0.849368099641064,0.018303083522735592,0.8,0.3691934691250127,0.9400673034187486
0.004224184770353291,0.849368099641064,0.018303083522735592,0.6231172720075754,0.3691934691250127,0.9400673034187486
0.004224184770353291,0.849368099641064,0.01432316899433337,0.6231172720075754,0.3691934691250127,0.9400673034187486
0.005895442489442336,0.849368099641064,0.01432316899433337,0.6231172720075754,0.3691934691250127,0.9400673034187486
0.005895442489442336,0.9581351801528231,0.01432316899433337,0.6231172720075754,0.3691934691250127,0.9400673034187486
0.0055167998846748405,0.9581351801528231,0.01432316899433337,0.6231172720075754,0.3691934691250127,0.9400673034187486
0.0055167998846748405,0.9581351801528231,0.01432316899433337,0.6231172720075754,0.6629502854201016,0.9400673034187486
0.0055167998846748405,0.9581351801528231,0.01432316899433337,0.6231172720075754,0.6629502854201016,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.0126060093266575,0.6231172720075754,0.6629502854201016,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.0012436496139722527,0.6231172720075754,0.6629502854201016,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.0012436496139722527,0.6231172720075754,0.4170103966161973,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.0012436496139722527,0.6231172720075754,0.08901680476064239,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.0012436496139722527,0.6177865166273788,0.08901680476064239,0.562730185889841
0.0055167998846748405,0.9581351801528231,0.005218356267698371,0.6177865166273788,0.08901680476064239,0.562730185889841
0.004475743498814232,0.9581351801528231,0.005218356267698371,0.6177865166273788,0.08901680476064239,0.562730185889841
0.004475743498814232,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.562730185889841
0.004475743498814232,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.41407134572819504
0.005005728291545523,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.41407134572819504
0.005005728291545523,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.9303250353714869
0.0037611534731407715,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.9303250353714869
0.0037611534731407715,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,0.36986878203955076
0.0037611534731407715,0.9581351801528231,0.01399423735362528,0.6177865166273788,0.08901680476064239,-0.28019954982279294
0.0037611534731407715,0.7536145543559867,0.01399423735362528,0.6177865166273788,0.08901680476064239,-0.28019954982279294
0.0037611534731407715,0.7536145543559867,0.01399423735362528,0.6177865166273788,0.19997509040684575,-0.28019954982279294
0.0037611534731407715,0.7536145543559867,0.01399423735362528,0.642271331577777,0.19997509040684575,-0.28019954982279294
0.0037611534731407715,0.7536145543559867,0.01399423735362528,0.642271331577777,0.19997509040684575,-0.891098710052785
0.0037611534731407715,0.8209347005401835,0.01399423735362528,0.642271331577777,0.19997509040684575,-0.891098710052785
0.0037611534731407715,0.8209347005401835,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.891098710052785
0.0037611534731407715,0.6183504732632548,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.891098710052785
0.0037001699224962913,0.6183504732632548,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.891098710052785
0.0037001699224962913,0.7550780383068968,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.891098710052785
0.003981373776504949,0.7550780383068968,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.891098710052785
0.003981373776504949,0.7550780383068968,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.9490613567766288
0.003981373776504949,0.7550780383068968,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.8156253748207287
0.003981373776504949,0.7550780383068968,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.7975734495476924
0.003981373776504949,0.7007973499664079,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.7975734495476924
0.0029461362945813773,0.7007973499664079,0.01399423735362528,0.642271331577777,0.28448322860732145,-0.7975734495476924
0.0029461362945813773,0.7007973499664079,0.02607876858061686,0.642271331577777,0.28448322860732145,-0.7975734495476924
0.0030913881792761005,0.7007973499664079,0.02607876858061686,0.642271331577777,0.28448322860732145,-0.7975734495476924
0.0030913881792761005,0.7007973499664079,0.02607876858061686,0.642271331577777,0.28448322860732145,-0.8643963474833387
0.004444064404466865,0.7007973499664079,0.02607876858061686,0.642271331577777,0.28448322860732145,-0.8643963474833387
0.004444064404466865,0.7007973499664079,0.018208131863873468,0.642271331577777,0.28448322860732145,-0.8643963474833387
0.004444064404466865,0.6673184494705632,0.018208131863873468,0.642271331577777,0.28448322860732145,-0.8643963474833387
0.004444064404466865,0.6673184494705632,0.018208131863873468,0.6508012703725169,0.28448322860732145,-0.8643963474833387
0.003334616199509967,0.6673184494705632,0.018208131863873468,0.6508012703725169,0.28448322860732145,-0.8643963474833387
0.003334616199509967,0.6673184494705632,0.02040245998279393,0.6508012703725169,0.28448322860732145,-0.8643963474833387
