GDP,GDP_I,GDP_cp,GDP_kp,CPI,M,M_hh,M_cp,M_kp,M_gov,Deb_tot,Deb_cp,Deb_kp,UR,Exp_UB,s_avg,s_std,w_avg,w_std,wr_avg,wr_std,ws_avg,ws_std,I_avg,I_std,dL_avg,dL_std,dL_cp_avg,dL_kp_avg,EI_avg,RS_avg,avg_pi,avg_A,avg_B,avg_Q_bp,avg_Q_lp,avg_Q_kp
256246.3694539876,232739.53980536747,20549.030772509275,2957.7988761108368,92.71696404399542,671307.5375687007,152541.06936277496,291400.393661287,121405.39309757894,105960.68144705979,412.264625989049,412.264625989049,0.0,0.2766295707472178,48720.0,0.0988703609387318,0.13894380679124713,1.0290344003540675,0.06371681927425743,1.1237807698856592,0.1401293136743257,1.0247595025759075,0.049830405145894374,93.09581592214698,14.92448151316947,13.69849949716734,521.7765288426426,-67.0,336.4924974858366,84.08403030309785,167.19999999999985,1.0901166148981514,1.1668556938733006,1.0939323371622627,845.5134621701608,850.1926730841941,393.61676006264315
256154.66764539035,233085.7860528846,20285.751583882415,2783.1300086233523,92.14374157475518,676520.8893615165,152717.6971723098,288573.27744992723,124884.30560835812,110345.60913092135,3.193372424709196,3.193372424709196,0.0,0.2776675922253074,49000.0,0.10319760996226007,0.13281133693219252,1.0315630464047358,0.06318241760438795,1.1300061510473494,0.14384675056966156,1.0280246781223012,0.05225132002483085,93.23431442115384,15.038344984559027,-32.351569269410156,416.01806192847863,-67.0,106.24215365294924,68.22438172720592,145.2499999999999,1.0997392409517734,1.1729684920174746,1.1317838038533259,861.5153362105807,837.4355695180836,388.14063868179204
257213.9189217455,232565.5267669085,22249.70568796545,2398.686466871561,91.6262353445066,681019.1928574721,149728.8754233381,290591.2363718803,127882.66369194759,112816.41737030626,288.93661053675794,288.93661053675794,0.0,0.289056304520222,51030.0,0.10126601801388592,0.13628206746726276,1.0349297256037928,0.06806127987605523,1.135127244917664,0.14787367340633828,1.0313607078959959,0.05445166631861361,93.0262107067634,15.63800713155646,-46.01742230125866,441.347530082931,-87.0,117.91288849370677,87.8403471016381,123.33749999999996,1.1084586676755679,1.1945887840496463,1.1452565758611548,866.5474555187075,844.4245913154776,340.38375882289773
259853.43538174295,234577.26472362748,22100.402474928153,3175.7681831873224,91.23475707619863,690167.6796697923,149816.2335182664,291546.56042823923,131852.3739209317,116952.51180235497,1633.31860322006,1633.31860322006,0.0,0.2834458118300913,49980.0,0.11177493862919477,0.12667464726261032,1.0410825270549198,0.07116512135159873,1.1388526333712217,0.15134067142658683,1.0350604556646743,0.05786577205046999,93.83090588945099,16.245486372642187,1.4064218488300575,511.33046914363103,-66.0,271.03210924415026,107.74716825963263,149.51482868190922,1.1155655959330313,1.2095835984196865,1.1343414934707257,871.8786149033746,832.8695090875527,432.42202961817566
258785.35036436285,235515.92522920208,20066.658808777887,3202.7663263828613,90.85676592301218,699155.8851809133,151918.33703485323,289585.9852602397,135855.8318289103,121795.73105691005,1447.9716791098515,1447.9716791098515,0.0,0.27689873417721517,49000.0,0.1132858138099359,0.1267719690518943,1.0474841142577709,0.0737302458185369,1.1456638255800127,0.15462690284456534,1.0402091788775636,0.062880934277111,94.20637009168084,16.051428817313145,9.003959748334585,543.8454558187011,-64.5,303.01979874167296,110.07424647741263,174.57568604045454,1.1236633149312967,1.217019296437769,1.142183593388338,876.7651839055709,851.7820050123938,434.92430581980113
259117.8956901231,236041.26552145852,19784.255812421823,3292.3743562427794,90.12452362021557,710648.2393809172,157591.8150142262,286952.1190550396,139971.29977421378,126133.00553743767,883.3246655305996,883.3246655305996,0.0,0.2814726840855107,49770.0,0.10881630152301168,0.13247325161650986,1.051523988271012,0.07856542165781485,1.1509346953952089,0.15699847327636124,1.0450931250366797,0.06648928759392982,94.41650620858341,16.735546300620435,2.6804330472305966,584.3815577497186,-66.0,277.402165236153,95.7226722384913,192.34730308532025,1.133732208996443,1.232376728241682,1.1269142176485227,853.7206730712473,846.2339280719566,432.27517810620367
264491.6545890074,237223.9672517726,23723.53129953323,3544.1560377015167,89.57504513163404,730115.3577138425,160527.38400321756,294078.8010133923,144401.49482134066,131107.67787589206,890.4161717504512,890.4161717504512,0.0,0.2811514195583596,49910.0,0.09603761938499382,0.14400374906015037,1.059900473375809,0.08438813583165722,1.1552389719428042,0.1582612220715828,1.0506968658540483,0.07074858014298724,94.88958690070905,17.144087898670918,-13.539906783854503,511.9195278888422,-64.0,188.30046608072746,82.82245114675189,178.2414339323641,1.1432413303828755,1.244547750727947,1.1233786518069087,844.2894753778924,857.2476621534114,469.9278924515791
261000.55373289282,239540.38204528685,18003.119561570613,3457.0521260353644,89.0804048488777,750353.7214208868,163674.5659852755,298630.6799498931,148722.8099788849,139325.66550683332,2248.428966257353,2248.428966257353,0.0,0.25943396226415094,46200.0,0.09555777681742784,0.1438447171893407,1.0629498961101564,0.08374125204272173,1.163185851104478,0.1610542857521179,1.057150474123929,0.07523025846705188,95.81615281811474,16.640554800490417,5.264295726076804,508.0682454373139,-36.0,170.32147863038404,61.80029354334976,172.74096513810093,1.1536461466678436,1.2526753559286437,1.1256813557479763,901.9171572744103,891.9592898807138,436.0670400085388
262428.897433733,238870.6613343181,20642.17721611553,2916.05888329937,88.90764338482914,755005.8676765568,162057.31571302665,296190.52420378133,152367.8835830091,144390.14417673973,1673.8219464002652,1673.8219464002652,0.0,0.2784760408483896,49630.0,0.08447352470103679,0.14992246051226896,1.0701408880110475,0.08778390236191538,1.1680668242437866,0.16269201561205696,1.0625759565117543,0.07796501776022548,95.54826453372725,17.856411752932118,2.357132725137039,639.0468574331239,-65.0,271.7856636256852,71.94613712586862,184.8127237794034,1.1633526055869883,1.2584274737339425,1.1279767775425626,917.8693909703748,896.5016769240002,373.92493813484236
266539.72378427756,242892.73852513486,20192.807744120997,3454.1775150216863,88.80798585338685,771344.7156004522,162693.46129268626,297783.1445338678,156685.6054767862,154182.50429711182,1858.2770733275313,1858.2770733275313,0.0,0.25773599686643167,46060.0,0.09512765119717256,0.14694676761816913,1.0809330630483804,0.09488615732611516,1.1747085888942377,0.1635530842694088,1.0690173825794025,0.08335060365257084,97.15709541005394,18.20339248417401,20.284977422917883,606.6669734596308,-69.5,379.42488711458935,84.69156070741676,203.8858978227732,1.1708491426620633,1.2774955338777092,1.1331571010093953,911.6455385465009,910.9286124459038,453.4818343543677
270346.56998262805,244083.54326994176,22688.729554554197,3574.2971581320953,88.54846224486978,792454.7709932453,163442.01723297307,303213.6611040434,161153.4769244513,164645.61573177754,2875.4432568888114,2875.4432568888114,0.0,0.25587774294670845,45710.0,0.09737374789187381,0.14186139644278353,1.0868100274586443,0.0986944724534697,1.1809294912200978,0.1672715176985038,1.0775192146429862,0.0890439360511564,97.6334173079767,18.33487414963881,9.613551832220438,621.8147379216886,-71.0,332.06775916110223,100.19483408593632,193.3065955871554,1.1824843198523467,1.2880938887516253,1.142059167125044,934.02457374102,888.9461088263827,447.6176956673099
266401.15951651847,243149.1122508113,19602.680604143774,3649.366661563406,88.14794164618466,799828.758146334,165195.36775749867,296049.80374562164,165715.18525140558,172868.40139180803,2670.6242127862147,2670.6242127862147,0.0,0.2632398753894081,47320.0,0.0948423898116646,0.14404851813784167,1.091542854495812,0.0999002410181379,1.1910471385437107,0.17013641074812005,1.0847976241283819,0.0927944077528509,97.25964490032452,18.165406247786517,35.81343470589392,583.7151947595902,-53.0,391.0671735294696,103.70047792730273,206.74209443137087,1.1923351081596802,1.2944466936315988,1.1425623353629046,928.3965963412786,919.6851313539565,457.77640624829905
273481.54266495234,245864.97905248014,23532.060850662543,4084.50276180968,87.80292914624097,819336.343446488,167837.0547883475,297652.83750884817,170820.8137036677,183025.63744562463,2196.8672780558545,2196.8672780558545,0.0,0.26127527216174184,47040.0,0.09408922148133651,0.1456332145620387,1.095736984287092,0.09898921486279041,1.1927956243481164,0.16990221687986745,1.090806686705033,0.09484276621901207,98.34599162099205,19.30558663247776,19.230757961443295,586.1462941536361,-76.0,400.15378980721647,92.29915155744199,220.53694891379638,1.202453361459943,1.3000408481053978,1.144124692332535,913.9307703193268,898.9632803041145,503.33014534313145
268693.99164406117,245316.1764667653,20358.97574105957,3018.8394362363038,87.42722126432177,833850.1426715488,167388.79811531835,301021.13126181334,174594.36299896304,190845.850295454,2035.0452884324163,2035.0452884324163,0.0,0.2690513219284603,48440.0,0.0854111398373434,0.16451291987806616,1.1053198948501561,0.10127119692668118,1.2030784301159316,0.17236076278247478,1.099391428517421,0.09877355061698767,98.12647058670612,19.156553202711386,-6.236099582272169,603.7289439238724,-61.0,212.81950208863913,70.92956575011104,196.54025738340658,1.2132934524667096,1.3059910325987272,1.1492368740734102,948.5548753689062,933.5968880252445,370.87429358263455
272716.4423335491,248569.21139761398,20721.426331544044,3425.80460439107,87.74963243840125,851481.7396354576,168874.3721731195,302144.7740090402,178876.6187544519,201585.97469884602,2236.4610524108557,2236.4610524108557,0.0,0.2569767441860465,46410.0,0.09390094902860488,0.14989506896281038,1.1133510877662132,0.10260091248162917,1.21137361300717,0.1757629361518041,1.1068095657731762,0.10107284588967139,99.42768455904559,19.747702817290772,36.45106981129198,615.881445503569,-65.5,444.25534905645986,88.17991536451812,223.13665243005207,1.2199574306690681,1.3140806431628584,1.158907178908914,968.8917265660546,915.9154418963848,418.11544147860167
274585.0716973913,248406.74018576005,22079.492752698643,4098.838758932587,87.73347988148916,862082.6000099871,167982.2878397525,298324.9071084563,184000.16720311763,211775.23785866075,1777.5166251222622,1777.5166251222622,0.0,0.262015503875969,47320.0,0.09080065982908628,0.14948641137832872,1.12063485772107,0.10244099278564013,1.2219542755963926,0.17907925240628836,1.1148804831374164,0.10362862540073711,99.36269607430403,19.73931218040365,14.43780173236992,694.8514098809212,-67.0,340.1890086618496,69.81749907535563,243.61705137506746,1.2280449517752192,1.3245394660494325,1.1690358018864928,948.698848036829,946.2328144720097,520.3808526586342
281133.64136448473,252967.48001248017,24060.199330026076,4105.962021978492,87.39404741915486,889456.6812986159,169709.46634121242,305559.45631918544,189132.61973059076,225055.13890762732,3115.809275004985,3115.809275004985,0.0,0.2503869969040248,45290.0,0.09977235199725865,0.14433275252187325,1.1335899995787981,0.11359815420929505,1.2273016872542255,0.1800689510891736,1.1224903027992152,0.1059637796644578,101.18699200499206,21.094964056694472,12.102727971702125,657.2930937169567,-70.5,342.5136398585106,96.56356413883519,220.02572848378134,1.239296670773953,1.3284693076434717,1.1737626456749302,959.3375606231244,931.5875763928138,503.73373240205655
279857.4663389849,255405.24556841332,20143.733935088523,4308.48683548305,87.31671372015302,915986.4719102283,172878.3041279572,308565.6996542661,194518.22827494456,240024.23985306034,3754.786504818863,3754.786504818863,0.0,0.24031007751937986,43400.0,0.09949156247371607,0.15151061035662788,1.1428144364973767,0.11085327216064465,1.2379698114762354,0.18234408042401015,1.1324159247198156,0.11000933213492932,102.16209822736532,20.902595438549024,13.41878008360191,660.0882502237629,-50.0,267.0939004180095,121.26445674567509,209.11089752590797,1.2486652970212488,1.3312573749381307,1.1802211394115047,967.0286906561769,967.8037283630791,512.1188637378308
283221.01310059224,257374.59933554602,21238.773457747884,4607.6403072983485,87.43381780472018,941370.8700612749,175135.79291899642,310176.96560795896,200277.77865906747,255780.33287525194,3909.1461306427163,3909.1461306427163,0.0,0.24117875145405196,43540.0,0.0952068747405274,0.15331658373288987,1.1456599971436077,0.10762028730371229,1.2438289634563622,0.1808987961087865,1.1418392456610644,0.11238859354067908,102.94983973421841,21.428740880870066,-12.796078224868069,536.5682109908332,-68.5,210.01960887565969,108.09206064691415,199.7476578546436,1.258782690300598,1.3341835020318284,1.1806766470110126,959.6961025792798,985.0831254656396,549.1438325579732
279087.3204744281,254398.93237713145,21436.55739980947,3251.830697487245,87.27412943170201,958324.517694205,172845.30932895263,316178.17894876044,204342.56703092656,264958.46238556545,3842.5550223406126,3842.5550223406126,0.0,0.27022841656988,48860.0,0.08432159437009548,0.15994028811474756,1.15967266533914,0.10855143811859652,1.2521335421223918,0.17976339757731766,1.1516404364918436,0.11520546789416115,101.75957295085259,21.947118034419603,-26.93664414507921,631.2914675053925,-65.5,127.31677927460397,69.37057648622776,187.5037942450328,1.2712986808532754,1.3402777772277716,1.1815519998994701,982.185208599447,991.4665220711425,407.3861892799294
276179.520132023,255406.96848948178,17561.04436323588,3211.5072793053596,87.73417756276292,972352.8243617819,173124.66976863553,317248.5730285292,208356.95113005827,273622.63043455896,3071.743628777963,3071.743628777963,0.0,0.27335907335907333,49560.0,0.09156554019840762,0.15303261831345416,1.168132768394848,0.10754476223594972,1.2600230026589196,0.17987364509589135,1.159889215099237,0.11651314826117806,102.1627873957927,22.411954616822243,15.597662618491807,690.500138652505,-71.5,363.98831309245907,79.52019634709524,194.5356818173355,1.2782608107531752,1.3526019307132453,1.1771997502494531,1024.290548049617,965.2103780986389,383.2163467642487
283709.0924190805,255075.50011131138,25153.188423037493,3480.4038847316156,87.7571640272653,985677.5730186342,171754.2593156608,321361.0658358266,212707.45598597277,279854.79188117414,1428.8413304095436,1428.8413304095436,0.0,0.2951200619674671,53340.0,0.09053791535031848,0.15139108873663623,1.1745537428637869,0.10536143215546732,1.26217640009294,0.17693061578424168,1.168275656869791,0.11801915868141505,102.03020004452455,23.300343778514485,-13.91336423961793,672.1324262797433,-112.0,378.4331788019104,97.11266833348346,186.69015535125672,1.2862610412374915,1.3652298197958117,1.1848131507339834,963.8002776671335,941.7748163748073,412.0091941587857
283271.0873685949,257251.3673028188,22532.747799929442,3486.972265846634,88.02858938833499,1.0024166633819675e6,173514.2697853237,324949.2138348419,217066.17131828106,286887.00844352075,1496.2555059756196,1496.2555059756196,0.0,0.28969790859798605,52360.0,0.09599272010503451,0.1561752974975851,1.1843207454455131,0.10385833745550695,1.2696856298393857,0.17514389509353556,1.1772592761142202,0.11835493849658238,102.90054692112753,23.587325235886503,-16.72545707990044,598.0020679992682,-69.5,194.3727146004979,57.52226780208809,199.492378234844,1.2945138343877858,1.3774191325416318,1.185110078447289,984.542558987753,943.0119859484905,416.05719723442513
281997.97536299925,256564.3564073122,22496.093251123355,2937.525704563729,88.06699412167337,1.0105146463167742e6,174146.35968666294,324194.43595780013,220738.0784489857,291435.7722233255,1743.0084364870145,1743.0084364870145,0.0,0.3,54180.0,0.09125532364733219,0.15583757098553827,1.1879614781541794,0.10044818357762371,1.278690827289486,0.17603824569612303,1.1864044265043932,0.11865880780357088,102.62574256292488,23.783941071399155,17.686723515470412,691.0773984291121,-68.0,360.43361757735204,77.67628265958247,220.15448299876462,1.3036178121709296,1.3880334045840947,1.2082004283162322,954.5369731756583,977.532252830398,356.7997913636945
286677.19757016894,260832.04975690704,21871.039105637,3974.1087076248805,88.20508898117929,1.0298435398524685e6,176648.3486745382,327048.3581399409,225705.71433351684,300441.1187044726,2885.99154480679,2885.99154480679,0.0,0.28238944918541503,50960.0,0.09754613494450849,0.15144632488783447,1.1973244567496084,0.10076974851078604,1.2899625156709116,0.17826463889158609,1.1944836614841694,0.11830288386649254,104.33281990276282,24.128556177046605,15.29891398779323,648.6960175443281,-70.0,356.49456993896615,52.80651294681132,256.46072631215947,1.3100493868164802,1.4079406950235849,1.2279956743978293,991.9524694902664,960.757577133735,498.74776753607017
