all_I,all_w,all_W
77.49999999999999,0.7749999999999999,16.587992640986286
70.0,0.7,2.3238914559987585
70.0,0.7,2.323891305706912
70.0,0.7,11.657224639040255
70.0,0.9400000000000001,2.3264159863563805
70.0,0.7,2.323891305706912
70.0,0.7,2.792134768882601
70.0,0.7,20.990578724018377
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,2.3250388917534934
70.0,0.7,11.657224639040246
70.0,0.7,2.792132866188279
70.0,0.7,2.323891309653561
70.0,0.7,2.323891447188931
85.0,0.85,2.9608981553489855
70.0,0.7,2.3238913057069226
70.0,0.7,2.32389940205427
70.0,0.7,2.323891305706912
70.0,0.7,2.3244183510445957
70.0,0.7,4.345311508062975
70.0,0.7,2.323947959618639
70.0,0.7,2.347061861978357
70.0,0.7,2.3239558865020165
70.0,0.7,2.323892935195147
70.0,1.0,2.323891444227602
70.0,0.7,2.323891305706921
100.0,1.0,4.33499881057236
70.0,0.7,11.657224640463918
70.0,0.7,2.32389130570691
70.0,0.7,2.324006191430751
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891968501826
70.0,0.7,30.3239515875061
70.0,0.7,2.3238913057069226
70.0,0.7,2.663652569890214
70.0,0.7,3.2726346435032703
70.0,0.7,2.323891305706912
70.0,0.7,2.323894106959372
70.0,0.7,2.3274206864062155
70.0,0.7,2.323891305706912
70.0,0.7,2.323891330651847
70.0,0.7,21.16208553004786
70.0,0.7,4.282038789026439
77.49999999999999,0.7749999999999999,2.6394391687399086
70.0,0.7,2.323891305706912
70.0,0.7,2.324006188779723
70.0,0.7,2.370877596608622
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057092354
71.2,0.712,2.373915767533841
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,15.5591339814368
70.0,0.7,3.2726346435032703
70.0,0.7,13.576772101299099
70.0,0.85,2.3238913057069226
70.0,0.7,2.3238913057069226
100.0,1.0,3.6205745405000815
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891312559315
70.0,0.7,2.323891305706919
70.0,0.7,2.323893130250031
70.0,0.7,2.325828027995964
70.0,0.7,2.3238913057069333
70.0,0.7,4.264715991793523
70.0,0.7,2.323891319595358
70.0,0.74,2.3238913057308004
70.0,0.7,21.409335721926475
70.0,0.7,11.657224639040255
70.0,0.7,2.323891305706919
70.0,0.7,2.323891305706912
71.2,0.7120000000000001,2.373915767533841
70.0,0.7,2.3238916507472958
70.0,0.7,2.323891446149375
70.0,0.7,2.3239803412453135
70.0,0.7,3.7638884858173522
85.0,0.85,25.62756482203679
70.0,0.7,2.3238913057473063
70.0,0.7,2.323891305706912
70.0,0.7,2.3713238333534754
70.0,0.7,2.3240979228477965
70.0,0.7,2.3238913057408617
70.0,0.7,2.352738710200711
70.0,0.7,2.3238913057069333
70.0,0.7,2.323891586586992
70.0,0.7,2.329907113263925
70.0,0.7,2.3240497212387226
70.0,0.7,2.3238913057069226
70.0,0.7,11.663062724605206
70.0,0.7,2.3238913091938507
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,2.324006188779709
70.0,0.7,5.810906623317052
70.0,0.7,2.325037044127612
70.0,0.7,2.323891305707736
70.0,0.7,2.3238913057069226
70.0,0.7,2.323894106951883
70.0,0.7,2.3238913059894735
70.0,0.7,2.323891305706912
70.0,0.7,2.3238914442176757
70.0,0.7,2.3262147060198615
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891306393648
70.0,0.7,2.3238915865869707
70.0,0.7,2.323891305707047
70.0,0.7,2.3708759529366894
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891588508605
76.0,0.76,2.5757055584354447
70.0,0.7,2.3238913057077575
70.0,0.7,2.3238914972975095
70.0,0.7,31.202579511576317
70.0,0.7,2.3262146950038094
70.0,0.7,15.558955198346569
70.0,0.7,2.969749731012751
70.0,0.7,30.324748908775355
70.0,0.7,2.3470739925426933
70.0,0.7,2.324062589247678
100.0,1.0,3.6205689562387473
70.0,0.7,3.7645348890630643
70.0,0.7,2.3238913057287256
70.0,0.7,2.3238913057408617
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305758494
70.0,0.7,2.3238913057069155
70.0,0.7,11.657225221340038
70.0,0.7,2.3250370501185778
70.0,0.7,7.1607519334845176
70.0,0.7,3.7640125454738627
70.0,0.7,2.323891305709253
70.0,0.7,2.323891305706997
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706921
70.0,0.76,3.0848078500659533
70.0,0.7,2.7921328663039553
70.0,0.7,2.323891589787195
70.0,0.7,3.0066094214368633
70.0,0.7,2.323891305706912
70.0,0.7,2.792132957409958
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238969862331658
70.0,0.7,3.2726346435165077
70.0,0.7,2.3713191453046782
70.0,0.7,2.37704159672467
70.0,0.7,2.323891306114181
70.0,0.7,2.323891305706912
100.0,1.0,3.6205689561951413
70.0,0.7,11.657225221340035
70.0,0.7,3.27263464351104
76.0,0.76,2.5757102977929662
70.0,0.7,2.325037655780207
70.0,0.7,2.323894106951883
70.0,0.7,2.3240061887796806
70.0,0.7,2.323891305706912
70.0,0.7,2.3238915180599484
70.0,0.7,2.323891305707747
70.0,0.7,2.324028023201137
72.24000000000001,0.7224,2.4174095090072143
70.0,0.7,42.99660154793533
70.0,0.7,2.3238913057069226
70.0,1.0,2.323891306646477
70.0,0.7,2.3240061887796806
70.0,0.7,2.323891561192486
73.00000000000001,0.7300000000000001,2.449278070830754
70.0,0.7,2.323891305706912
100.0,1.0,3.6497883945825578
70.0,0.7,2.3470624618768134
70.0,0.7,2.325037044024157
70.0,0.7,20.99055797237358
70.0,0.7,2.3250370440966854
100.0,1.0,3.6205689561974186
70.0,1.0,2.7921330403332547
70.0,0.7120000000000001,2.3239674469956064
70.0,0.7,2.323894106951883
70.0,1.0,2.323912291739024
70.0,0.7,2.3708838483297363
80.0,0.7999999999999999,10.605643095633107
70.0,0.7,2.3238913139515347
100.0,1.0,16.9539022900736
70.0,0.7,2.3238913057069546
70.0,0.7,2.323891444217665
70.0,0.7,3.274244543286933
85.0,0.85,2.960898155348975
70.0,0.7,2.324046973045437
70.0,1.0,2.327068641658766
70.0,0.7,5.998458734494218
70.0,0.7,2.323891305706919
70.0,1.0,2.3262754209195293
70.0,0.7,2.325037044024352
100.0,1.0,4.335033228613485
70.0,0.7,2.32389130570704
70.0,0.7,2.792132866186865
70.0,0.7,30.387718948418403
70.0,0.7,2.323891305707736
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238999426894473
70.0,0.7,2.323891305706912
70.0,1.0,2.388242231109192
70.0,0.7,2.323891305739533
70.0,0.7,2.3238913067501237
70.0,0.7,2.323891305706912
70.0,0.7,2.3239485577159122
70.0,0.7,12.066946382995042
70.0,0.7,2.3238913057069226
70.0,0.7,2.395261195982652
70.0,0.7,2.347061861978336
81.25,0.8125,13.63269621895845
70.0,0.7,4.264715991793521
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057069226
70.0,0.7,2.3241789961505894
70.0,0.7,2.3238913057069226
70.0,0.7,3.451635995625308
70.0,0.7,2.323894106951883
70.0,0.7,2.323891305706912
100.0,1.0,3.62056897180139
70.0,0.7,6.352329216687885
70.0,0.7,2.323891305706919
70.0,0.76,3.2815699391373343
70.0,0.7,2.3238914735956797
70.0,0.7,2.323891305706912
70.0,0.7,11.959476054673173
70.0,0.7,2.3238914442176757
80.0,0.7999999999999999,2.7459291264387105
70.0,0.7,2.326254656581053
70.0,0.7,2.323947958151347
70.0,0.7,14.188789312809943
70.0,0.7,4.774171009672841
70.0,0.7,2.347061861978357
74.8,0.748,2.525012544396006
70.0,0.7,11.854502404084249
70.0,0.7,2.3238913268043895
70.0,0.7,2.3238914442176757
70.0,0.7,34.47262805425421
70.0,0.7,11.657225819861244
70.0,0.7,2.3241887674501385
70.0,0.7,2.418423116487869
70.0,0.7,2.3239029458941722
70.0,0.7,2.323891305723844
70.0,0.7,2.3238914471915386
70.0,0.7,2.323891305706912
70.0,0.7,11.657236415485135
70.0,0.7749999999999999,2.3238913103191017
73.60000000000001,0.7360000000000001,2.4746033134647973
70.0,0.7,2.3520276230378663
70.0,0.7,17.210983443685866
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057069226
70.0,0.7,3.2373623009590062
100.0,1.0,3.62056895854424
70.0,0.7,2.3274206862142144
70.0,0.7,2.3238913057069333
85.0,0.85,2.9609022451865883
70.0,0.7,2.3257024286862844
85.0,0.85,2.960898155348996
70.0,0.7,2.3238941069554784
78.0,0.78,2.6605555451529987
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238913057408723
76.0,0.76,2.579721224337547
100.0,1.0,3.6481878455732026
70.0,0.7,56.40390402614409
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706919
70.0,0.7,2.3238913310599543
70.0,0.7,2.792170177301628
72.39999999999999,0.724,3.411614648608982
77.99999999999999,0.7799999999999999,2.6606241221940827
70.0,0.7,2.3470637113907777
76.0,0.76,2.5757055584354553
70.0,0.7,2.3470618619783714
70.0,0.7,2.323891444217665
70.0,0.7,2.323891305706912
71.2,0.7120000000000001,2.3740341586204075
70.0,0.7,2.323892230218828
70.0,0.7,11.776779290560606
71.2,0.7120000000000001,17.838343320495284
70.0,0.7,2.3238913130562793
70.0,0.7,2.325037044024157
70.0,0.7,2.323913860079756
70.0,0.7,2.3238913057069226
70.0,0.7,11.657224639040246
70.0,0.7,2.323891420119022
70.0,0.7,11.657462813270294
70.0,1.0,2.3239721218016207
70.0,0.7,3.8487291056988493
70.0,0.7,2.323891326804411
70.0,0.7,2.3470618619787125
70.0,0.7,2.3240061887796877
70.0,0.7,2.3238913057069226
70.0,0.7,2.792132895800389
76.0,0.76,2.5758383893235077
70.0,0.7,11.657224639040255
80.0,0.7999999999999999,2.773702214192838
70.0,0.8,30.323892775584774
70.0,0.7,2.3271481099619855
70.0,0.7,2.3239725749981197
85.0,0.85,2.9609050253373788
70.0,0.7,2.3262146950038094
70.0,0.7,2.3238913067501272
70.0,0.7,2.377844471377074
70.0,0.7,2.3250370440277415
82.0,0.8200000000000001,2.8315541552446497
70.0,0.7,2.3238913057069226
70.0,0.7,2.3239486848043036
70.0,0.7,2.323891444217665
70.0,0.7,2.3238913060455566
70.0,0.7,2.323891586586992
70.0,0.7,2.3238913057408617
70.0,0.7,2.323891305706912
70.0,0.7,3.1346352144328193
70.0,0.7,11.657224698576249
70.0,0.7,2.323894167126795
70.0,0.7,11.657224639040246
70.0,0.7,2.323891305706919
70.0,0.7,2.323891306189065
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891319608503
80.0,0.7999999999999999,17.30009460976212
70.0,0.7,2.323891305706921
70.0,0.7,2.41432536033167
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238913063937083
70.0,0.7,2.3240440494909365
70.0,0.7,2.323891305706951
72.24999999999999,0.7224999999999999,2.4178283465389008
70.0,0.7,2.323891307114124
70.0,0.7,2.3239029458941722
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,2.3240226001194664
70.0,0.7,2.3238913060455566
70.0,0.7,2.323891444217665
70.0,0.7,2.323891305706912
70.0,1.0,2.3238916898230997
70.0,0.7,2.3240612052047425
70.0,0.7,11.66967354551531
76.0,0.76,2.579364996759125
70.0,0.7,2.3238913057409256
70.0,0.7,2.792132866187071
70.0,0.7,3.27263464404645
70.0,0.7,2.323891305706912
70.0,0.7,2.3274207647463605
70.0,0.7,2.32389130573463
70.0,0.7,2.323891305706912
70.0,0.7,11.65722463904065
70.0,0.7,2.3239865187515
70.0,0.7,2.323891305707509
85.0,0.85,2.960937185870012
70.0,0.7,2.3238913217504766
70.0,0.7,2.3238913057069226
70.0,0.7,2.4455309327731456
70.0,0.7,2.5563020884914245
70.0,0.7,20.990557972373587
70.0,0.7,2.323891305706912
70.0,0.7,2.327097868992414
82.0,0.8200000000000001,2.8315541552446604
70.0,0.7,2.323891330069113
70.0,0.7,2.3708759529366894
100.0,1.0,3.6205689561951235
70.0,0.7,11.657224640489959
70.0,0.7,2.3250370469996717
100.0,1.0,3.6205689561951218
70.0,0.7,2.3470619245664572
70.0,0.7,2.3238913063936586
70.0,0.7,2.32394796117617
70.0,0.7,2.32389130570691
70.0,0.7,2.323891305706905
100.0,1.0,3.620568964648447
70.0,0.7,2.323891305706912
70.0,0.7,2.3238972774331934
70.0,0.7,2.323891319646105
70.0,0.7,2.323891305706905
70.0,0.7,2.3240061889107615
70.0,0.7,2.323891306045571
70.0,0.7,2.899410465528792
70.0,0.7,11.657224640463918
85.0,0.85,14.294231493252438
70.0,0.7,2.6590136328392013
70.0,0.7,2.323891444364719
70.0,0.7,7.994385544556147
70.0,0.7,2.3238913057069226
70.0,0.7,2.325037044024157
100.0,1.0,3.620674670104256
70.0,0.7,2.323891306940343
70.0,0.7,2.323891305706912
70.0,0.7,2.3239034384089905
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913067212614
70.0,0.7,2.3250370440277415
70.0,0.7,11.856360943251365
100.0,1.0,3.6205689561955126
70.0,0.7,2.3238913125557303
70.0,0.748,11.65722463905205
70.0,0.7749999999999999,2.3238985539439483
70.0,0.7,2.3262157792807905
70.0,0.7,2.347061863444864
100.0,1.0,3.620844367432028
70.0,0.7,2.323891305706912
70.0,0.7,2.3239016189142774
70.0,0.7,2.323891305706969
70.0,0.7,2.323891305706912
70.0,0.7,11.677237123065456
70.0,0.7,2.3238913065436115
70.0,0.8200000000000001,20.99057323543603
70.0,0.7,2.327546221951007
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057069226
70.0,0.70228,20.990558392677073
70.24000000000001,0.7024,2.3338823017332597
70.43199999999999,0.7043199999999998,3.297584953114434
70.0,0.7,2.3470618619783465
70.0,0.7,2.323891305706912
70.0,0.7,2.3240061887996433
94.0,0.9400000000000001,3.3889662873555455
70.0,0.7,2.323891305706912
70.0,0.7,2.3470618619810004
70.0,0.7,4.264718087024761
70.0,0.7,2.3250663191192125
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238913057069333
70.0,0.7,2.323891305723663
70.0,0.7,2.3238914442176757
100.0,1.0,3.6205689561951235
70.0,1.0,2.3238913057070043
70.0,0.7,2.3238913057077575
70.0,0.9959104738519258,2.323891305706912
82.0,0.8200000000000001,2.8315541553515082
70.0,0.76,2.324507239379855
70.0,0.7,2.323891305706912
70.0,0.7,11.65770760648371
70.0,0.7,2.3708759529367107
70.0,0.7,2.32389130604556
70.0,0.7,2.323891305706912
70.0,0.7,2.3238969888849113
70.0,0.7,2.323891306393648
70.0,0.7,2.7921329582397583
70.0,0.7,3.273081362971567
70.0,0.7,3.273081362996436
70.0,0.7,2.3888988398604702
70.0,0.7,17.20461075663522
70.0,1.0,2.323891689823089
70.0,0.7,2.3238913057069226
70.0,0.7,2.3239841807684627
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305723663
70.0,0.7,21.001150876153503
70.0,0.7,2.3238913057069226
70.0,0.7024000000000001,2.323892513558288
70.0,0.7,2.3240061887796806
70.0,0.76,2.3238913057069226
70.0,0.7,2.3339209952242683
70.0,0.7,2.3238913125557303
70.0,0.7,2.323891881270516
70.0,1.0,2.7921685481922616
70.0,0.7,3.1139038116725537
70.0,0.7,2.3238913127026315
70.0,0.7,2.3238913057088695
70.0,0.7,2.323947958151347
70.0,0.7,2.3250039089389816
70.0,0.7,2.323891305706912
70.0,0.7,2.3274206862147047
70.0,0.7,2.3238913057069617
70.0,0.7,2.323891305706912
70.0,0.7,2.324065857639198
70.0,0.7150000000000001,2.3470864603884074
70.0,0.7,2.323891305723663
70.0,0.7,2.323891305758494
70.0,0.7,2.323891305706912
70.0,0.7,3.4668697668902038
70.0,0.7,2.323891305706905
70.0,0.85,2.3238913057080914
70.0,0.85,27.845275753126934
100.0,1.0,3.7367892790768433
70.0,0.7,3.16923185652702
70.0,0.7,39.6572715535218
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305723844
70.0,0.7,2.323891305706912
70.0,0.7,2.792377818437611
76.0,0.76,2.6083257930203274
70.0,0.7,2.3470618619783465
73.60000000000001,0.7360000000000001,2.9715174650443394
70.0,0.7,2.3240061914307404
70.0,0.7,2.3470618619784283
70.0,0.7,25.87874022009942
70.0,1.0,2.323891769602284
70.0,0.7,2.323891306292637
70.0,0.7,2.3238913057069226
76.0,0.76,2.5757055584365
70.0,0.7,2.3238914478300963
70.0,0.7,20.99055797237358
70.0,0.7,2.3238913063936586
70.0,0.7,2.3238913057069226
71.2,0.712,2.4294155617736983
70.0,0.7,2.3262146951349045
70.0,0.7,11.657224641927305
70.0,0.7,20.990557972373587
70.0,0.7,30.323891574199834
70.0,0.7,2.3238914886212605
70.43199999999999,0.7043199999999998,2.3418801195740677
70.0,0.7,20.941139604758483
70.0,0.7,11.657462805796817
70.0,0.7,2.323891305723663
70.0,0.7,3.928208550956029
100.0,1.0,3.6205689561951218
70.0,0.7,2.323891305706958
70.0,1.0,2.420203806058904
70.0,0.7,2.323891305707736
70.0,0.7,2.3238913057069226
70.0,0.7,2.347062727956196
70.0,0.7,2.3238913057069226
70.0,0.7,2.323899145425319
71.2,0.7120000000000001,2.373915774662226
70.0,0.7,11.657224639040418
70.0,0.7,2.3238913057069226
70.0,0.7,2.347061861989399
70.0,0.7,2.3238913057074058
70.0,0.7,2.3238913057069333
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913064142928
70.0,0.7,2.32394798781198
70.0,0.7,2.325037643879565
70.0,0.7,3.7638884827471966
100.0,1.0,3.6205689578666185
70.0,1.0,2.3238913057069226
70.0,0.7,2.3238913057408617
70.0,0.7,2.323891305706919
70.0,0.7,3.2726346435032703
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238913057070185
70.0,0.7,4.282038857300366
70.0,1.0,2.7921334651555867
70.0,0.7,2.323891305706997
70.0,0.7,20.990621896865335
70.0,0.7,2.3238913060455637
70.0,0.7,2.323891306725173
70.0,0.7,2.3713193772177767
70.0,1.0,2.3238990740821386
70.0,0.7,3.272678988621312
100.0,1.0,16.953902314686033
70.0,0.7,2.32408793393299
70.0,0.7,2.420161166430983
80.0,0.7999999999999999,2.7458420125730783
70.0,0.7,2.3238953280228145
70.0,0.7,2.3708759529366894
70.0,1.0,2.3709440701084112
70.0,0.85,11.854502401364451
70.0,0.7,2.323891437495451
72.39999999999999,0.724,21.73077887575989
70.0,0.7,3.3921552919692193
70.0,0.7,2.323891305747452
70.0,0.7,2.323896986232512
70.0,0.7,2.3238913057069226
70.0,0.7,2.3238913058478037
70.0,0.7,2.3238913201431437
70.0,0.7,2.323891305723663
76.0,0.76,2.5757710729487577
70.0,0.7,2.347061861978357
70.0,0.7,2.323891305706912
70.0,0.7,6.318408310753858
70.0,0.7,2.325049169635424
70.0,0.7,2.325037044027752
100.0,1.0,22.15000575734246
70.60000000000001,0.7060000000000001,2.3488818601554833
70.0,0.7,2.3238913063942555
70.0,0.7150000000000001,2.3238913269671535
70.0,0.7,2.3238916866512476
70.0,0.7,2.323891305706912
74.8,0.748,2.5250097827589997
70.0,0.7,2.3239479581516918
85.0,0.85,2.9608981591189867
70.0,0.7,2.323947958151347
70.0,0.7,2.3238941069520784
70.0,0.7,2.323891305723663
70.0,0.7,2.3238913306518576
100.0,1.0,3.6229962757547067
70.0,0.7,3.2726346435032703
70.0,0.7312000000000001,2.792144978747782
70.0,0.7120000000000001,2.798133867381228
70.0,0.7,2.3238913057069226
70.0,0.7,3.1507723679148825
70.0,0.7,2.353681438318546
70.0,0.7,30.32511044196054
70.0,0.7,2.325050053620078
100.0,1.0,3.6205689561951218
70.0,0.7,2.324839740102302
70.0,0.7390000000000001,2.3238913058248976
70.0,0.7,7.3103023732414005
70.0,0.7,2.323891305706912
70.0,0.7,2.3238914735956797
70.0,0.7,11.65722463911071
70.0,0.7,2.3262146950038094
70.0,0.7,2.323891305706919
70.0,0.7,2.323941223331662
70.0,0.7,2.792132866186865
100.0,1.0,65.08237210469142
70.0,0.7,2.323891305706912
85.0,0.85,15.325873891042404
70.0,0.7,2.3250370440241603
70.0,0.7,11.662041180349856
70.0,0.7,2.325037044112076
70.0,0.7,2.3238914122698304
70.0,0.7,2.3238913059615243
70.0,0.7,2.3238915734346115
70.0,0.7,2.383928498133354
70.0,0.7,2.323891306045926
70.0,0.7,23.1224695832103
70.0,0.7,2.3238913057415367
70.0,0.7,11.657224639040239
100.0,1.0,3.620569864064299
70.0,0.7,2.3238959673076174
70.0,0.7,2.323891319595358
70.0,0.7,2.3238913057070754
70.0,0.7,2.323891305706905
70.0,0.7,2.347061861978357
70.0,0.7,30.323891305706915
70.0,0.7,36.43971668052819
70.0,0.7,2.347061861978357
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305706912
70.0,0.7,2.323894106951922
70.0,0.7,2.323891305706921
70.0,0.7,2.347061861978336
70.0,0.7,2.323891319595358
70.0,0.7,2.3238914488147806
70.0,0.7,20.99185136921988
70.0,0.7,2.323891305707008
70.0,0.7,2.323891305706905
70.0,0.7,15.558955198341051
70.0,0.7,2.3238913062526194
70.0,0.7,2.9138446408985708
70.0,0.7,24.41383025303604
70.0,0.7,2.325756930218372
70.0,0.7,2.323894106951883
70.0,0.7,2.3238955629704385
100.0,1.0,3.6971445832922427
70.0,0.7,20.990586669442678
70.0,0.7,2.323891305707047
70.0,0.7,2.3238913057069226
70.0,0.7,2.400419415361302
70.0,0.7,3.7638884827472108
70.0,0.7,2.323891305706912
70.0,0.7,2.323891305706912
70.0,0.7,2.7921328661978926
70.0,0.7,2.323891305706912
70.0,0.7,2.370875953512794
70.0,0.7,2.323891305706997
100.0,1.0,3.620568956265558
70.0,0.7,2.3238915897983077
70.0,1.0,2.323891306395492
70.0,0.7,2.3238913057406023
70.0,0.7,4.025736021766235
70.0,0.7,16.72434282724936
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891306049159
70.0,1.0,4.774171010057216
70.0,0.7,2.3238931212996654
70.0,0.7,2.323897442588585
70.0,0.7,2.3238913060455566
70.0,0.7,2.323891305718302
70.0,0.7,2.3238913057069226
70.0,0.7,2.324063582436718
72.39999999999999,0.724,2.42411832697303
70.0,0.7,2.3240944114977644
70.0,0.7,2.3238941069554784
70.0,0.7,2.348451133088222
70.0,0.7,2.323891305706912
70.0,0.7,2.3238913057069333
100.0,1.0,3.6205689561951218
70.0,0.7,2.3250380295973123
100.0,1.0,3.6205689561951218
70.0,0.7,2.32389470110898
70.0,0.7,2.323891309128495
70.0,0.7,2.324771271898193
82.0,0.82,3.5963715165312014
70.0,0.7,2.324006188786168
70.0,0.7,2.3238914442176757
70.0,0.7,2.3238913057069226
70.0,0.7,2.323891305740883
70.0,0.7,2.323891305706912
70.0,0.7,2.7921328661869005
70.0,0.7,2.3238913057069226
70.0,0.7312000000000001,2.323910052811062
70.0,0.7,2.3238913280213858
70.0,0.7,2.327421013122759
70.0,0.7,2.323891305706912
70.0,0.7,2.323947958151347
70.0,0.7,2.3502259875524807
70.0,0.7,2.3238913057585044
100.0,1.0,3.7792795372937746
100.0,1.0,6.079546056609681
70.0,0.7,2.323893873561131
70.0,0.7,2.3238971251921434
70.0,0.7,37.74774182300619
70.0,0.7,2.3238942122146575
70.0,0.7,2.3238913057069226
70.0,0.7,2.445530652845278
70.0,0.7,2.323891306045592
76.0,0.76,2.575705723771801
70.0,0.7,2.323891314008378
70.0,0.7,2.792132866409915
71.14,0.7114,2.3714104362693043
70.0,0.7,11.657224640463918
70.0,0.7999999999999999,11.657224639043385
70.0,0.7,2.3250370736854116
70.0,0.7,19.358061466830748
72.00000000000001,0.7200000000000001,2.4073611243607544
70.0,0.7,2.3238913057069226
70.0,0.7,2.347094058469377
100.0,1.0,3.6205689561951218
70.0,0.7,3.357929348313707
70.0,0.7,2.3238913195959903
70.0,0.7,2.3238913057069226
70.0,0.7,11.657224639040255
77.49999999999999,0.7749999999999999,3.167790511505114
