sim_nr,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,acorr_GDP,dQ_1st,dQ_2nd,U_1st,U_2nd,LIS_1st,dI_1st,dI_2nd,dC_1st,dC_2nd,GINI_I_1st,GINI_I_2nd,GINI_W_1st,GINI_W_2nd,bankr_1st,bankr_2nd,LP_g_1st,EE_g_1st,EF_g_1st,em2030,em2040,em2050
8443,0.320223042827791,10.660620763522783,-0.9302667403066225,2.5893960839396666,0.6081024080761148,0.002612563169853047,3.806501241474718e-5,0.1300432132963989,0.0003856456829793784,0.6425010926545771,1.8395467673415964,402.6778682194018,0.04684556725962737,2.431246313093064,0.13782681549931683,5.0986762651972895e-5,0.8565373599227505,0.00010056963559783384,0.003711911357340719,1.701677439212065e-5,-0.12431788960139302,-0.020591837722324008,0.014319058857821814,99.54409122979456,103.24455897865732,105.1368383174116
8444,0.49222437169489036,0.7453038166089531,-0.26969940958725563,-0.10157637564858835,0.27050700321572646,0.004826917598278767,5.4769273932824954e-5,0.05516675900277009,4.927266974453676e-5,0.5453369180922016,1.3719985802386885,294.2401795182527,3.804558980564766e-5,0.04875038400254948,0.12949741094527148,2.5510819428017507e-5,0.290593534508945,4.576431093294698e-5,0.0,0.0,-0.16652286051580295,-0.02674162805293975,0.03287570825950736,114.26192734198693,119.82548486465691,124.17175433766693
8445,0.8639331889195139,8.246829099982866,2.22010028633325,11.254154416796679,0.6538669691822254,0.005250176821432915,0.0003742907141052958,0.055426038781163436,0.006378699875654048,0.7117024917288483,13.278651904776828,4778.508484501115,-0.27338431361963483,0.7179399284152846,0.030426212333465836,0.0001970184283258536,0.8502666925759996,0.0038304065308501292,0.0004986149584487534,3.500692520775623e-6,-0.04035031017561349,-0.02696832871727458,0.025639924187273972,103.45526290865341,84.53884947117503,84.24377878377375
8446,0.9228320901552044,2.6695228781293943,1.6369042293677896,6.120655030094774,0.5972975874794224,0.006776390669916024,4.2758168323479374e-5,0.029433795013850416,0.0011738834102800859,0.7579015945536076,1.3362372415815498,314.4752335054207,-0.1375656464603248,0.32005297431543306,0.0960694338512903,0.0006241296145333676,0.843575994405971,0.002709783352395425,0.00048476454293628805,4.833795013850414e-6,-0.17401296165086674,-0.012481225253963809,0.01055154016716027,117.7881775308314,127.8411643704695,144.17262280799363
8447,0.5216904359253277,1.959323481622761,1.2012241267625916,5.548155492796353,0.4828575573291221,0.003169666454051168,0.00012710462585223588,0.014361218836565097,0.00015843093628808863,0.5575216677114982,7.98784442027009,2142.2605076378513,-0.032858836771859676,0.38499387883296377,0.03889124833176406,3.0131030888127766e-5,0.04986557829804002,5.3920218427596416e-5,0.0,0.0,-0.09697356508723756,-0.018827382639770508,0.021120041002108396,84.83058922861821,70.76027465367682,75.47724544990947
8448,0.25679918015223646,4.75550470307641,0.13190172169924902,1.2159821235536867,0.16996178864590591,0.0014562879708473729,1.9876867378546887e-5,0.00025041551246537394,6.7042289935364765e-6,0.36569045321497196,11.931268834550263,4142.3602787596665,0.005171257256656254,1.5658152320989962,0.1530648128051631,6.9345817726607204e-6,0.29982588456791576,3.4706328778608616e-5,0.13087257617728532,0.0009275003847337641,-0.012864753475934809,-0.0009911570535103384,0.0009201507814569734,71.07012962291185,63.22818691039517,66.78052888611971
8449,0.4300401306224798,2.7623362567607903,0.14803879634284597,0.21908198607338525,0.16665381166664334,0.004427414682777256,0.00020283933946000304,0.08071468144044322,0.00035610603385657127,0.6419991015831296,8.17566248350922,2280.402655728112,0.0022129701862263584,0.39899581927998534,0.0833693416620346,1.4864335977228406e-5,0.8302317502681018,0.00011268480573089446,0.0,0.0,-0.1489785228247505,0.0029544529903166392,0.018262259636021027,106.59073070807516,113.81576087946536,128.1476929150569
8450,0.8375866517011817,18.661613355304162,0.9684678523878849,3.8161097405748237,0.4880018436482718,0.005172026745606437,0.0017678542406419004,0.06315900277008309,0.00792823342566944,0.6747000159722694,38.19975241476797,28919.45410989042,-0.34148754877362647,1.5295447550195669,0.08213255280405916,0.0020522544783927008,0.7415545725544752,0.009533095059156343,0.007409972299168976,0.00013237034472145264,-0.03097490274431226,-0.004633758938854935,0.008644882087896643,109.79663952954826,94.87331740812664,97.02994844473271
8451,0.5380277549978341,1.2088646285565787,-0.11353133181632301,0.34588705645062445,0.3271374208999392,0.004015081885469511,9.298790387324837e-5,0.021314127423822715,0.0002691527165281625,0.5634720726454753,4.671433725298851,1107.9790801166478,-0.013751851793649515,0.3297835186212546,0.11880539522671145,4.1064659508109215e-5,0.07619546190842831,0.0001660800524751074,0.00013850415512465372,6.752077562326868e-7,-0.1428618478587409,-0.0333339158384608,0.036263907042771854,77.63648462512063,68.321892722018,72.42188500785832
8452,0.5637926349159385,1.9369068889845116,1.5040021022118246,8.833054627722126,0.3609522326673347,0.003988097995177853,0.00012605573943014453,0.03216731301939058,0.0004451128174823023,0.6112749585845099,6.326358256131319,1611.0961919209522,-0.11328399513807737,0.40685601771641083,0.11964712049089692,0.00014366747377325432,0.6586363711640565,0.0035495469799052123,1.3850415512465375e-5,6.925207756232695e-8,-0.1289287702547621,-0.0345904309740538,0.032160614262311656,88.42119262296674,71.51091479904356,77.41832433264692
8453,0.7170578915052352,1.4716061647214647,0.4859657016339149,1.062779363242342,0.31010446473242914,0.005477318021634742,3.533375601674518e-5,0.0031457063711911354,5.4172599569098175e-5,0.6091329757922588,5.6440710247666095,1284.6452760146528,0.012275178684674426,0.289244931837391,0.14312174155522958,3.748547630193123e-5,0.27003481975607657,8.892578464941022e-5,0.014681440443213298,0.0002459399045860263,-0.19301725366568065,-0.027103869157988358,0.04695189129988161,97.51785337061297,89.23935302257166,99.4934197653829
