CPI_cp,CPI_kp,D_ep,EI_avg,Exp_UB,GDP,GDP_cp,GDP_growth,GDP_hh,GDP_kp,GINI_I,GINI_W,IN_d,IN_g,I_20,I_80,I_max,I_min,LIS,M,M_cp,M_ep,M_gov,M_hh,M_if,M_kp,N_goods,Qmax_ep,RD_ep,RD_total,RS_avg,U,W_20,W_80,W_max,W_min,YK_avg,YL_avg,YSB_avg,YUB_avg,Y_avg,avg_A_EE,avg_A_EF,avg_A_LP,avg_B_EE,avg_B_EF,avg_B_LP,avg_D_cp,avg_De_cp,avg_Du_cp,avg_N_goods,avg_Q_cp,avg_Q_kp,avg_Qe_cp,avg_Qs_cp,avg_n_machines_cp,avg_pi_EE,avg_pi_EF,avg_pi_LP,bankrupt_cp,bankrupt_kp,carbon_emissions,cu,dL_avg,dL_cp_avg,dL_kp_avg,debt_cp,debt_cp_allowed,debt_kp,debt_kp_allowed,debt_tot,debt_unpaid_cp,debt_unpaid_kp,dirty_capacity,em_index,em_index_cp,em_index_ep,em_index_kp,energy_percentage,exp_UB,exp_subsidies,green_capacity,markup_cp,markup_kp,n_mach_EI_avg,n_mach_RS_avg,p_avg_cp,p_avg_kp,p_ep,percentile_100,percentile_25,percentile_50,percentile_75,returns_investments,rev_capitaltax,rev_carbontax,rev_energytax,rev_incometax,rev_profittax,rev_salestax,s_emp,s_unemp,switch_rate,total_C,total_C_actual,total_I,total_Q_cp,total_Q_growth,total_Q_kp,total_w,unsat_L_demand,unsat_demand,unsat_invest,unspend_C,w_avg,w_req_avg,w_sat_avg,τˢ_ts,τᴱ_ts,τᴵ_ts,τᴷ_ts,τᴾ_ts,τᶜ_ts
100.0,100.0,55825.3219793702,0.0,0.0,137868.0384893045,-43352.64432851685,0.0,196562.20705343247,-15341.5242356111,0.4034772158026624,0.11771116786043205,0.0,0.0,35.0,111.58940535643637,890.4055609598158,35.0,1.5164472614208957,820730.7829957692,255013.68300584325,-5441.746780206298,13150.960215497202,546618.6277944772,6000.0,5389.258760157905,0.0,300000.0,0.0,1000.0,0.0,0.4544,183.5209137580932,245.87730757281594,832.1944754142363,151.77012719981457,0.0,62.72088282137299,0.0,15.904,78.62488282137299,1.0002811306957042,0.9994943319363095,1.0009782422723714,0.9997398003886001,1.0006814328752804,0.9996688998020277,595.0000000010559,1600.0,2044.4602634299383,0.0,275.0,41.25,1920.0,1600.0,275.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0,83738.58684992883,1.0,-332.1986478250978,-330.15162612121816,-352.6688648638946,0.0,299887.158517911,730.7829957690053,1980.2296025735457,730.7829957690053,0.0,0.0,270000.0,15.825212101570585,19.236594706843047,11.868600827744663,10.256655534133753,0.3333309294997832,39760.0,0.0,30000.0,0.09994670360725108,0.19888227276949005,0.0,0.165,1.2600300778041134,1.2001391530748762,0.01,296.7101057612767,180.84094067331804,187.6408315613001,209.397926475268,0.0,0.0,0.0,0.0,52267.40235114412,643.5578643530828,0.0,-1.7625160145468315,-4.439694416498933,0.0,558345.4633902055,149943.5792589556,990.1148012867727,55000.0,0.0,825.0,209069.60940457648,NaN,0.7745751249811865,0.0,0.7314501700282179,1.391750766097406,1.3098290272942674,1.2847406741657181,0.0,0.0,0.25,0.25,0.25,0.0
167.09094242666708,130.16579279639816,166347.19316322758,0.0,0.0,264160.5500807564,-18516.17893371281,0.0,217606.963610926,65069.765403543235,0.3809433439824942,0.18755190101340125,3.349519318762212,2.233012879174808,40.3412000508884,121.79316423278004,916.1023319877171,40.03740774376986,0.856453917102337,911221.350829338,146205.16237941626,-15149.138064449202,48822.13952738891,649146.0216419687,28005.582532197936,54191.58281281532,0.0,290000.0,5.58253219793702,96.6953063558231,0.0,0.346,191.05967063840728,312.33682312657487,1493.125122951375,155.51730337681272,1.8,67.87240135817156,5.26038408619888,12.11,87.04278544437044,1.0002156210389768,0.9994825832905366,1.0010760859788694,0.9998499884860598,1.000698163376402,0.9996128140430258,273.2967160475376,1807.8920526861991,2526.327100047484,0.0,273.2967160471108,5583.75,2009.8093667604376,1926.8920526864113,832.375,1.000005073507159,0.9999895483397878,1.0000160737491903,0.0,0.0,303420.2744642702,0.9938062401713121,252.92128568899022,-206.95620591370647,4851.696201715958,91990.56783356881,230159.1395268686,730.7829957690053,352027.091629846,92721.35082933783,0.0,0.0,260000.0,57.34142860470206,19.117149310887182,58.24959018712278,1388.0013035928355,0.4514919326874264,30275.0,13150.960215497202,30000.0,0.10006607863437474,0.20028386233699397,67.81,0.1,2.1053961318623595,1.5621706432598912,0.11,403.9374484285571,185.6379861497141,201.8249419426323,247.23325810624635,0.008232430750040143,1500.0000000000002,0.0,0.0,56560.33446514297,22536.805062245927,0.0,-1.681511965983212,-3.0995386141057,0.055876685934489405,609897.2224474193,115079.56976343424,176013.545814923,54659.34320942216,0.0,111675.0,226241.3378605719,0.005399511868599771,0.9023809147227725,0.6711088204977176,0.8113131761747685,1.568671549982513,1.29386616404818,1.2755278709308466,0.0,0.0,0.25,0.25,0.25,0.0
377.43228231477605,138.7732778110837,247028.92924465955,0.0,0.0,697886.1305383753,327703.3408141145,0.0,277500.025559084,92682.76416517679,0.3392276404637631,0.2839707213159287,109.7891474877302,73.19276499182014,57.63601851851048,152.67953863023578,1004.489744910182,54.27571624633984,0.35677969219894645,1.0474712405298519e6,280285.64341260033,-16174.712926538228,150299.6304521471,465255.2398531061,44182.98191247955,123622.45782605697,0.0,290000.0,182.98191247955035,8983.659203225703,0.0,0.2392,111.69895509619101,243.799940267274,1729.9409019123773,44.72339223477931,8.401674759659382,74.69747965301859,19.528855810955555,8.372,111.00001022363352,0.9997014465662781,0.9974668836216928,1.0031124926799837,0.9981395149693334,0.9997910257828394,0.9985380809704892,485.08627446902375,2006.2384053679627,2898.017867680519,0.0,485.0862744685775,7488.75,2152.9729858456412,2060.8977485774703,1576.375,1.0000691718862367,0.9998036379557642,1.000373333552849,0.0,0.0,464372.52188385697,0.7861584263890257,241.8187954379458,43.26000158969283,2227.406733920473,233823.05127777345,922781.6146958921,649.5848851280047,502288.6070502615,234472.63616290147,0.0,0.0,260000.0,87.75874933408325,33.91407499823856,92.433366513149,1863.03144709529,0.4681273061838705,20930.0,48822.13952738891,30000.0,0.10007149657208059,0.19988434361435406,50.395,0.26,4.755760280508714,1.665472441016185,0.17470588235294118,329.9171620981243,91.55415084081918,139.01457737313655,183.92249345288994,0.0323566442662929,7001.395633049487,0.0,0.0,62247.89971084883,107481.73074129828,0.0,-1.1630542301619582,-1.6993178109032936,0.06559571619812583,738346.9015281751,461390.80734794633,251144.3035251306,97017.25489371551,0.0,149775.0,248991.59884339533,0.031557995647857995,0.8566150333874106,0.4086467278649689,0.3751029409170754,1.4824859853402328,1.2926587715242448,1.2682558310256142,0.0,0.0,0.25,0.25,0.25,0.0
357.696300417469,137.62730688926564,279572.51941416576,0.0,0.0,936454.2681754383,474403.53972890397,89.89281314250734,401520.8924418828,60529.83600465148,0.2861433619209189,0.28128405072180085,258.94444230234313,172.62962820156213,92.44415420102489,215.44273964416607,1203.270272634527,81.50417531293677,0.29296896110941406,1.1559715327320069e6,541874.779337832,-14605.798386007296,198156.8861950852,211572.53353847994,50431.574070503906,168541.55797611302,9070.447980607845,290000.0,431.57407050390526,12988.789246760443,0.0,0.1408,48.43207234340389,111.83583907650939,674.4038176517283,2.842170943040401e-14,13.254894573743865,82.3056102221504,60.119852180858864,4.928,160.60835697675313,0.999367945232272,0.9955398675214516,1.0046987865015895,0.9989681731939463,1.0020410976206167,0.9978861998118713,726.8602480864231,2281.6115527242796,2352.337137444073,45.35223990303923,772.2124879888876,6248.75,2363.558901718098,2378.6288076180826,2195.375,0.9999581949605456,0.9988950475027966,1.0015095386064183,0.0,0.0,529255.9496400092,0.5733865678714678,246.38748979972212,269.42514503761635,16.010937420780465,346448.8914356394,1.3104071975130187e6,568.3867744870042,412164.59932383214,347017.2782101264,0.0,0.0,260000.0,100.02064728034546,53.945979193454754,106.1389385703543,1557.2497252392245,0.4716400846798061,12320.0,150299.6304521471,30000.0,0.1001666644011584,0.19912676493228304,28.17,0.215,4.50708097245267,1.6517191953005934,0.18600000000000003,149.81276594571548,42.700596366530995,61.563868859006405,84.4388224903152,0.07122377911277686,11045.745478119861,0.0,0.0,68588.0085184587,134887.482043577,0.0,-0.1633168712741196,-0.25367186038139394,0.0817011751538892,694831.9590736226,655203.5987565094,206082.29966191595,154442.49759777752,4.005239544966906,124975.0,274352.0340738348,0.06530213854448863,0.7639448995696011,0.11942927602607012,0.05703301323380017,1.3518151051208345,1.2916763240660416,1.2631705379911973,0.0,0.0,0.25,0.25,0.25,0.0
237.25593204953518,142.679519072832,270639.27851112845,0.0,0.0,753371.4850945567,290015.11353971553,100.85240980455006,458929.0688668406,4427.302688000658,0.2598845173222949,0.2566534649794816,312.002931666209,208.00195444413936,110.17552841801634,244.70546624505047,908.3972880910392,94.52069258032458,0.3860308961061023,1.097753329779275e6,77698.94785663052,-14090.967895733413,156969.71077087848,140840.16008692878,691322.2192860062,45013.259674564484,40213.15268793505,290000.0,520.0048861103484,10824.119869206152,0.0,0.0552,34.10464481994114,75.18239389365073,348.81539884111135,1.925381639096301,15.129472221151175,87.24740084755103,79.26275447803405,1.932,183.57162754673627,1.0000110152347221,0.9956867229670741,1.0064308708749021,0.9989192356566491,1.0021248223487849,0.9998363524548924,885.8707683166544,2441.1287192855216,1295.5495680410306,201.06576343967524,1041.5842918524704,3111.25,2567.2453038309304,2541.148528999768,2501.5,0.9999451881850026,0.9979402712559247,1.0026295595708836,0.005,0.0,511986.41886721225,0.48536463910122474,233.99832753771923,360.25673287410325,-1028.5857258261233,290361.2232969013,1.0593228846367842e6,-2.1316282072803006e-14,213280.95755509048,290361.2232969013,6220.484340042196,0.0,260000.0,96.75699073137726,72.71132420672998,102.74745821517311,775.5621023844622,0.47196996649053014,4830.0,198156.8861950852,30000.0,0.10017405302280746,0.19910654745654388,12.545,0.125,2.9894961051986324,1.7123527718119922,0.1885714285714286,95.56604942999135,30.847141262204147,41.30254897203895,57.62851647485167,0.17877405880758473,12607.893517626,0.0,0.0,72706.1673729592,78047.79791979938,0.0,0.23927731130644345,0.23403838875878247,0.10564102564102563,542935.2298139327,529661.442318392,106640.4787775452,208316.8583704941,0.6264942834437393,62225.0,290824.6694918368,0.08401369816583082,0.5939018475477352,0.017758484609313285,0.024448197071480715,1.2492917928058882,1.291070548758465,1.2610989083385775,0.0,0.0,0.25,0.25,0.25,0.0
255.81842795169658,145.53354847110083,276150.5496725904,0.0,0.0,1.4382560758574535e6,550925.222598637,204.0597032810254,892634.7600666569,-5303.906807840409,0.25464147481245986,0.2706225627899875,306.2090122583054,204.13934150553695,215.82839535110145,474.1968693159179,1770.0554082003673,77.4504588978378,0.20269518417002502,912974.3595773756,78677.26258597767,-12527.212596951626,222473.17944956562,209029.77674218855,391541.19133696915,23780.16205962628,23441.72987631911,290000.0,510.34835376384234,5842.372292641105,0.0,0.0408,48.99849579301903,112.03396200193401,462.4959046514422,2.839779275548949,205.3797456644363,87.45827405387521,62.78788430835139,1.428,357.05390402666296,0.9997599742424267,0.9951985963546714,1.0075478607890145,0.9983499987466258,1.002409002575083,1.000156100884962,1278.8482997756403,2370.210112040052,2113.50252565763,117.20864938159555,1194.8455763248126,1856.25,2656.716902756535,2348.2986353667666,2667.75,1.000032784902851,0.9976944161278063,1.0030827544836034,0.0,0.05,522190.8807020983,0.47723247427785526,183.27002559280547,300.27670873292436,-986.7968058083825,264018.17029304453,1.6488902868227945e6,105.97733802821347,129555.712423058,264124.14763107273,0.0,105.97733802821348,260000.0,98.68546575101023,83.36329677536858,104.83979716349585,462.9701434035733,0.47217023485279686,3570.0,156969.71077087848,30000.0,0.10024064052938403,0.20067970925052964,7.39,0.075,3.223389136757022,1.7466050960608839,0.1885714285714286,145.0394117270895,43.80502048158803,60.194166521751214,85.4090440570731,3.6456175841051395,171149.7880536969,0.0,0.0,72881.89504489601,140553.39088704358,0.0,0.46551772452066476,0.4849248004674536,0.11514865502595564,843507.3092445517,824445.1434113976,64777.85621152898,238969.11526496251,0.11873087501820631,37125.0,291527.58017958404,0.07563946849210768,0.6230200337218045,0.0053583389149364224,0.02259869668494785,1.2124517177916732,1.2924602562752923,1.2611079043344224,0.0,0.0,0.25,0.25,0.25,0.0
195.68504790362846,144.5875229689163,301217.61638182,0.0,0.0,1.130479628937555e6,383214.3287875771,120.66475524922785,741338.6177140586,5926.682435919411,0.24816903199488427,0.3044978031182071,312.44462191527373,208.29641461018252,180.3703285325018,395.2864690948126,1300.5995678748923,80.45826626802936,0.2653253854900799,963040.9198108158,96010.6894400413,-12246.917401476727,344194.9845608871,256426.25425839203,263175.8092434468,15480.099709525264,13388.414972951556,290000.0,520.7410365254563,3716.251823276434,0.0,0.0132,54.13312258282426,137.94768477809077,735.7729096067955,2.385824876221605,117.10069230483528,89.98348300096181,88.98927177982627,0.462,296.53544708562333,1.0009326472195348,0.9968549548479986,1.0088382164730887,0.9967791519911853,1.0025507914563574,1.0005134713386188,1407.1963838834843,2574.6382547186968,1614.0041512289033,66.94207486475779,1356.9298093656723,1485.0,2811.442562683812,2715.335756669879,2812.875,0.9999952110667916,0.9975663961236133,1.003300652386533,0.0,0.15,572576.606768467,0.5001475794958948,257.6524349662796,344.7279021476682,-613.1022368476051,240083.66210500605,1.3878842803957097e6,541.1679598390267,103889.70118836204,240624.83006484507,0.0,541.1679598390267,260000.0,108.20753713873148,94.6681838557612,115.65940684765003,371.29652245422045,0.4750606706936311,1155.0,222473.17944956562,30000.0,0.1002358767571448,0.20234574722099685,6.19,0.075,2.465690461351106,1.735251473611094,0.1885714285714286,187.73107712068003,46.866764449445796,72.74680075909653,102.93736448420476,1.4005264480723243,97583.9102540296,0.0,0.0,74986.23583413482,99213.96067305544,0.0,0.40050614936935136,0.4047525777890799,0.13327487943884261,765280.3721937698,693942.1401978554,51944.850594181014,271385.9618731345,0.07754870207358594,29700.0,299944.94333653926,0.035802838100475576,0.5342260907447058,0.05187549880287312,0.09321842632839861,1.277723571116296,1.2940853718331427,1.2616448270230594,0.0,0.0,0.25,0.25,0.25,0.0
179.08954552448435,143.80939090005566,321307.3479943356,0.0,0.0,1.1354100365064393e6,348648.0116602561,99.6596916488907,770664.7156825397,16097.309163643584,0.23340491558292206,0.31782363507565686,340.8062173920021,227.20414492800143,195.84584484354326,408.6490133022546,1131.8884199591673,106.60702899756016,0.2696938531484556,960523.9424937144,108879.73591050708,-11559.236581650808,265345.3185662015,342569.9202130345,242506.34937416887,12781.855011453219,3997.412651426497,310103.37732920353,568.0103623200035,2951.670548109408,0.0,0.006,70.28070144660228,188.85462567156037,906.5434643665856,12.412484952717392,78.51396015400589,91.86393229465511,137.6779938243549,0.21,308.2658862730159,1.0007053295127866,0.9984377348791563,1.0081927213507242,0.9968499275728396,1.0016477946276665,1.001257655104022,1516.7208798904385,2663.950710797435,1811.2037964995814,19.987063257132487,1469.7658682817391,1363.75,2950.1499471821303,2882.806156426995,2944.75,1.0000334954274264,0.9975273390628823,1.0035890807124668,0.0,0.0,612525.2091688879,0.5172456132205034,303.69172178359685,346.51951929026757,-124.58625328311118,205952.24262205217,1.369042099455794e6,-1.0658141036401503e-14,95386.13985399797,205952.24262205217,0.0,0.0,280000.0,115.75716425724202,102.52670762908957,124.14728886774775,340.47621363492027,0.4766668940151748,525.0,344194.9845608871,30000.0,0.10026149572511973,0.20446676440537623,6.725,0.12,2.256582139811193,1.725912805990066,0.1906451612903226,254.4878608256094,58.12441550079364,95.96937932511858,139.53021668933374,0.7654633530123051,65428.30012833823,0.0,0.0,76553.27691221258,91733.13139995928,0.0,0.39157916206128146,0.3643853579404836,0.13647851727042964,816630.8456024518,684521.0497278967,47693.06992699899,293953.17365634785,0.187351101937214,27275.0,306213.1076488503,0.1022063055843695,0.5442442280467393,0.20306793279766255,0.1617741928142501,1.3264426272575662,1.2982726246532956,1.264072654016806,0.0,0.0,0.25,0.25,0.25,0.0
156.84967825537285,168.3557037310211,331263.29272887995,0.0,0.0,966836.0950078339,258799.55585513182,9.638940954827536,681414.0100401349,26622.529112567165,0.24554395356674535,0.3211297953123106,367.53414709287557,245.02276472858372,169.9680870281009,363.1217129526162,1122.231680140333,104.42826475547763,0.32257646792608513,941648.5675598476,114275.1582112185,-8629.470979114378,214965.43663315877,418102.72672419134,192077.23322309816,10857.48374729532,619.2019759924705,330265.03413879464,612.5569118214593,2997.210408171409,0.0,0.0032,85.1336854815751,232.8941837846605,909.6273139540848,19.235587086816935,72.75190481225059,93.56357177732282,106.1381274264806,0.112,272.56560401605395,1.0003746368153652,0.9978102603688381,1.0111202379482562,0.9954850513575553,1.002705334832531,1.0024906878439483,1532.8262861815,2796.7455039159513,1742.2739539697784,3.0960098799623523,1515.9352328029665,1398.75,3096.290023888255,3080.1026166369056,3080.375,1.0000708761824466,0.9975556587463268,1.003844071580044,0.01,0.05,630672.9466381967,0.5066452809171658,331.4386760755555,361.22125295919193,33.612907239192204,182016.48677867904,1.2117624070579573e6,258.66812471049263,109923.55308830903,182275.15490338954,16962.572017744144,258.66812471049263,300000.0,119.18678739060249,105.75058521819062,127.62012670118945,349.9488831076319,0.4759010761654673,280.0,265345.3185662015,30000.0,0.10022446521419764,0.20323812434166003,7.195,0.105,1.976353122956676,2.020502716910724,0.19181818181818183,311.51498024307097,68.89741543583379,116.78219659594306,171.76977048385834,0.530927414518825,60626.58734354213,0.0,0.0,77969.64314776898,71847.49335705159,0.0,0.30727665965830586,0.2588317440446219,0.13984596676124847,804066.5864165612,605881.2035289786,54961.77654415449,303187.0465605933,0.19945347709705097,27975.0,311878.5725910759,0.30669743680555894,0.5319757644698235,0.2335616438356164,0.24647881933612525,1.304373342607352,1.304033185277123,1.267601484803211,0.0,0.0,0.25,0.25,0.25,0.0
151.9144480694786,153.61125790142756,336082.0472635308,0.0,0.0,826538.149026443,238085.6149556537,-5.819991501140369,566242.8280014563,22209.706069333028,0.25793683070713647,0.33290129552276176,381.2539350861473,254.16929005743157,137.27465180057914,305.56573018827083,962.6591825852836,95.68054968453791,0.3807606818735139,914629.6881101753,123600.507319017,-6798.246956435227,204239.895778101,391854.19413333555,191905.87396963662,9827.463866520342,788.8836134537789,330265.03413879464,635.4232251435789,3380.474126763586,0.0,0.0024,76.11062989582317,217.37953165941155,913.7732161773472,0.0,46.01298778198487,94.41396876533415,85.98617465326355,0.084,226.49713120058254,0.9983291512757774,0.9975824082708085,1.0120525828135438,0.9946744725537414,1.0029460810887332,1.0033209183690974,1547.647441670263,2844.0476205584737,1538.0800268095818,3.9444180672688947,1547.1152414656078,1326.25,3179.0914959603183,3141.3549385521096,3160.75,1.0000740671059392,0.9975818626671666,1.0040973629608678,0.005,0.0,641533.4670256714,0.5037992329139758,358.8030549687174,380.7822483605927,139.01112104996292,132973.84459516246,1.1849827211846237e6,-3.552713678800501e-15,93967.6737965558,132973.84459516246,1770.4061534701627,0.0,300000.0,121.23924665855303,107.92853941265328,130.19301119702382,332.34620446651144,0.4772765226713068,210.0,214965.43663315877,30000.0,0.1002981295671899,0.20450011765087078,7.515,0.075,1.9141677382055404,1.8435488496058565,0.19181818181818183,296.5151154843305,61.18528918159046,108.31886576046676,160.94744018694922,0.27512968010573463,38344.15648498735,0.0,0.0,78678.30730444513,65145.00113011371,0.0,0.17500051778225761,0.11901073301123415,0.1436192039392696,763440.8342124893,592491.3605923117,46983.8368982779,309423.04829312157,0.11578781754918406,26525.0,314713.2292177805,0.28386351279511257,0.4984497310669186,0.30105401844532276,0.22391974067842046,1.3169353258892105,1.308111542965141,1.2717652716544536,0.0,0.0,0.25,0.25,0.25,0.0
