all_S_cp,all_profit_cp,all_f_cp,all_L_cp,all_p_cp,all_w_cp
2024.3084619787053,142.58277462651125,0.003118740269131657,961.3087214700358,1.0651638718119811,2.227052829714085
3298.852518329815,457.14236881529604,0.004731732769069264,1478.6224507620655,1.144093809491031,1.8801243195591832
2689.278026171971,243.85810085377724,0.003845253100779557,1200.519543888521,1.1477035296135187,1.8667727914703156
2897.1862712276334,285.285919269392,0.004524403095184837,1425.7757571817833,1.0508338952232086,1.8497818983267613
2757.9976358090516,321.4571147487632,0.003920329907157813,1191.0853649767628,1.1544901153109721,1.5113216852748255
2492.124933527638,68.95866071430302,0.003503950852737266,1162.4678684160983,1.167160951206476,2.00438310193559
2383.7204481751387,170.46252195401502,0.0032287696658410887,1075.3152478787417,1.2115384525395358,1.8304971725875905
2150.6126503863143,164.66172252951026,0.00341866418584032,1077.39004138761,1.0323446199393218,1.7902869123570242
3134.646105452445,654.6254634379501,0.004779638881883754,1360.7580543524928,1.0762480476758984,1.8914766385120723
4084.9947010754663,1260.5859906771966,0.006507547604072496,2059.834609316238,1.0301324992440406,2.0944077757228987
2185.4910920290563,654.4168676743012,0.003339428280139031,1034.1978540298508,1.0739791866696136,1.8936771633133813
2413.650033963012,317.46336939761335,0.0034957995432261784,1041.556855993594,1.1330438653406238,1.600029048709428
2751.5108747925788,346.58684604032203,0.0038451771370484897,1200.6053444470394,1.1742858486828756,1.91906792337677
14801.770063761149,11159.635476423728,0.06819030272542302,21346.868182159043,0.3562131763217446,0.6622480088393397
2015.9906238044994,273.99039433462315,0.002995788065462624,932.0546481186614,1.104323633639218,1.919470440271083
2596.8344769186497,778.8105816621797,0.004112313751542825,1268.0348247229954,1.036279653980161,1.552098497258602
1423.2405823044264,225.37353757856377,0.00230886792259754,733.2307580027605,1.011575200280158,1.6952653877250021
2448.4061575123756,240.40636369666964,0.0037984594302566165,1184.416046263528,1.0577789392037589,1.8246441420798494
2657.4196119884573,281.3341581014102,0.003707890182710733,1147.9266930492183,1.1761215774595366,2.1438046075504653
2033.1279994926833,46.46051050006226,0.0028274081211252995,959.1550156162928,1.1800357513861537,1.5166636564469214
2585.998075321068,818.3330252722394,0.003712093927023367,1141.7235992470976,1.1432157147819264,2.187379254321016
1996.108908711035,184.33880751056125,0.0033619148794137906,1047.6520686631768,0.9743533094977537,1.632254976644553
2921.371939963816,597.4915322622969,0.004254664632229341,1170.875287381803,1.1267834652091957,1.8804680676962122
1389.9218812998547,10.184740120221957,0.0021925243693736887,688.4514269071802,1.0403151134544806,1.834515004511174
3064.106326569193,583.0358650065891,0.004574904088315389,1452.0665890956564,1.0991090476636276,1.7562663402367775
10230.101735717191,6993.509859414825,0.03587061387275442,11695.515387974963,0.4680153406310985,0.8984850730989463
2450.477981633482,301.2290521748307,0.0035441458016836945,1077.0992623526922,1.1346402084678937,1.5993951183873416
2194.315930328713,133.7470227866835,0.003321822123019916,1027.5755881610194,1.0840310649179532,2.0445096981194557
2201.0630251194043,463.41437762946384,0.0038830404628689783,1198.6377761270078,0.9302067940831348,2.148651910976607
1991.4610048565928,282.2801957021309,0.002780701539630087,874.5701923426967,1.1752665470164654,1.6956690391405917
3234.2851487279095,1098.8771263904073,0.00515744551074409,1608.809518795636,1.0291119074657147,1.918639632151803
2369.8878065532754,642.0934828223299,0.003080708897578485,818.5375314547499,1.2623973336181624,1.5551810408735574
2964.867996241163,340.69422540313803,0.00417593632722569,1412.620352159106,1.165119414678224,2.168412326625797
2352.8218200179736,172.67821259490825,0.0035986296749323703,1140.8885749045469,1.0729286129732787,1.9660469073788314
1306.3732052165149,220.64802244676252,0.0016856632804602921,530.6337122216719,1.271789931961297,1.7233921597840536
2753.50280104719,861.0559351683299,0.0034323342409528167,1000.9997058279511,1.3164819069166298,2.346079778263583
1686.2138391541678,256.9496799498772,0.002383609951109115,704.253355289688,1.160904258998304,1.575912281398926
2844.504878019046,280.5441209924716,0.004534433531861071,1431.2895474725265,1.0294436705174923,1.8155447847318087
1722.6657317957302,218.08813462785685,0.002007248513684178,726.4104877524726,1.408376644985257,1.866491814932938
2619.703066633767,169.9737612664429,0.004160753539674134,1318.825618227538,1.0332347931199233,1.8688461439187238
3098.837512147799,714.0626943992477,0.004548752550583849,1201.11395778639,1.1179578697139319,1.955355607517585
3993.9063177631365,862.296730167098,0.006816355544083184,2109.2735980511698,0.9615338623123273,1.822917109168017
2518.765923954666,151.61370954309132,0.0035720166652186327,1128.047899380072,1.1571596401243842,1.8073812452209157
2677.8645534579146,617.2535450813845,0.0038857201017057485,1020.0337806070783,1.1309308147040955,1.8872986196808377
